FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G1,,
10782,30304.93023,1,29975480.66,0.088947611,0.176476853,,
10783,30304.95574,2,29975485.65,0.116481632,0.220343846,,
10784,30304.98063,1,29975490.64,0.089002701,0.177607386,,
10785,30305.00608,2,29975495.62,0.117324661,0.222195156,,
10786,30305.03109,1,29975500.61,0.089216953,0.1778161,,
10787,30305.05553,2,29975505.6,0.118122229,0.223256779,,
10788,30305.08087,1,29975510.58,0.089344634,0.177915431,,
10789,30305.1061,2,29975515.57,0.117922371,0.224621222,,
10790,30305.13094,1,29975520.56,0.089126654,0.178640771,,
10791,30305.15597,2,29975525.54,0.118301169,0.225000822,,
10792,30305.18234,1,29975530.53,0.0887608,0.177942744,,
10793,30305.20618,2,29975535.52,0.118908717,0.223849788,,
10794,30305.23188,1,29975540.5,0.089544182,0.177327183,,
10795,30305.25629,2,29975545.49,0.118939472,0.223694046,,
10796,30305.28148,1,29975550.47,0.089425717,0.177100548,,
10797,30305.307,2,29975555.46,0.119103812,0.223892245,,
10798,30305.33167,1,29975560.45,0.088663771,0.177276063,,
10799,30305.35658,2,29975565.43,0.118750073,0.224425338,,
10800,30305.38231,1,29975570.42,0.08899421,0.179276964,,
10801,30305.40698,2,29975575.41,0.118352117,0.22402451,,
10802,30305.43181,1,29975580.39,0.088605574,0.178242985,,
10803,30305.45711,2,29975585.38,0.119398525,0.223208436,,
10804,30305.48236,1,29975590.37,0.089026208,0.176938391,,
10805,30305.50712,2,29975595.35,0.119222691,0.222962093,,
10806,30305.53222,1,29975600.34,0.089060484,0.177802014,,
10807,30305.55729,2,29975605.33,0.11899943,0.223250232,,
10808,30305.58341,1,29975610.31,0.089405524,0.177188504,,
10809,30305.60769,2,29975615.3,0.119083412,0.223800387,,
10810,30305.63261,1,29975620.29,0.089208772,0.177595482,,
10811,30305.65754,2,29975625.27,0.118484044,0.224201877,,
10812,30305.68302,1,29975630.26,0.089262931,0.178369826,,
10813,30305.70788,2,29975635.25,0.118748831,0.223307172,,
10814,30305.73285,1,29975640.23,0.089347741,0.17649127,,
10815,30305.75796,2,29975645.22,0.118647245,0.222402216,,
10816,30305.78394,1,29975650.2,0.089688846,0.17657334,,
10817,30305.80813,2,29975655.19,0.118311214,0.221309379,,
10818,30305.83374,1,29975660.18,0.089395893,0.176814393,,
10819,30305.8583,2,29975665.16,0.118259748,0.221085917,,
10820,30305.88398,1,29975670.15,0.089241909,0.176792173,,
10821,30305.90898,2,29975675.14,0.117392592,0.220332604,,
10822,30305.93348,1,29975680.12,0.089468691,0.177118602,,
10823,30305.9588,2,29975685.11,0.117266567,0.219246247,,
10824,30305.98387,1,29975690.1,0.089007257,0.176908103,,
10825,30306.00955,2,29975695.08,0.116976721,0.219070203,,
10826,30306.03423,1,29975700.07,0.088864354,0.177667104,,
10827,30306.05912,2,29975705.06,0.115884026,0.219252199,,
10828,30306.08417,1,29975710.04,0.088368954,0.176247242,,
10829,30306.10935,2,29975715.03,0.115840223,0.219757781,,
10830,30306.13418,1,29975720.02,0.088585899,0.176639142,,
10831,30306.1594,2,29975725,0.115751995,0.21844836,,
10832,30306.18444,1,29975729.99,0.088874191,0.176426064,,
10833,30306.21068,2,29975734.98,0.115830385,0.218373035,,
10834,30306.23483,1,29975739.96,0.088826453,0.176450202,,
10835,30306.25967,2,29975744.95,0.115776848,0.217626797,,
10836,30306.28468,1,29975749.93,0.088863215,0.17671579,,
10837,30306.31022,2,29975754.92,0.115322145,0.217043245,,
10838,30306.33507,1,29975759.91,0.088919237,0.177433127,,
10839,30306.36,2,29975764.89,0.115011588,0.215669213,,
10840,30306.38508,1,29975769.88,0.088852652,0.176609449,,
10841,30306.41101,2,29975774.87,0.115596251,0.215065292,,
10842,30306.43546,1,29975779.85,0.089332001,0.176581343,,
10843,30306.46051,2,29975784.84,0.115359838,0.214267008,,
10844,30306.48547,1,29975789.83,0.089247087,0.177187512,,
10845,30306.51107,2,29975794.81,0.115166918,0.213568717,,
10846,30306.53563,1,29975799.8,0.088679821,0.177630996,,
10847,30306.56096,2,29975804.79,0.114053201,0.213241824,,
10848,30306.58657,1,29975809.77,0.088623903,0.178895777,,
10849,30306.61092,2,29975814.76,0.114156444,0.212778832,,
10850,30306.63589,1,29975819.75,0.088525941,0.177791697,,
10851,30306.66179,2,29975824.73,0.113798771,0.214040571,,
10852,30306.68628,1,29975829.72,0.088208446,0.178823164,,
10853,30306.71149,2,29975834.71,0.11355221,0.214807773,,
10854,30306.73631,1,29975839.69,0.088357874,0.179761648,,
10855,30306.76202,2,29975844.68,0.113300368,0.216069314,,
10856,30306.78651,1,29975849.66,0.088269543,0.180248713,,
10857,30306.81165,2,29975854.65,0.113277172,0.214860546,,
10858,30306.83679,1,29975859.64,0.088647513,0.180375754,,
10859,30306.8628,2,29975864.62,0.113446896,0.214797324,,
10860,30306.88701,1,29975869.61,0.088523663,0.179781091,,
10861,30306.9121,2,29975874.6,0.11339543,0.213538296,,
10862,30306.93692,1,29975879.58,0.088974638,0.179312808,,
10863,30306.96261,2,29975884.57,0.11343592,0.211930552,,
10864,30306.98711,1,29975889.56,0.089562511,0.178998018,,
10865,30307.0124,2,29975894.54,0.113736224,0.212217764,,
10866,30307.03743,1,29975899.53,0.0893757,0.179129291,,
10867,30307.06336,2,29975904.52,0.113920135,0.211337146,,
10868,30307.08767,1,29975909.5,0.089750771,0.179987557,,
10869,30307.11311,2,29975914.49,0.114366761,0.210724562,,
10870,30307.13765,1,29975919.48,0.089832474,0.17911613,,
10871,30307.16366,2,29975924.46,0.114723503,0.209404295,,
10872,30307.18806,1,29975929.45,0.090042791,0.177701823,,
10873,30307.21308,2,29975934.44,0.115180173,0.208763009,,
10874,30307.23798,1,29975939.42,0.09011093,0.178245828,,
10875,30307.26307,2,29975944.41,0.115512372,0.208571358,,
10876,30307.28881,1,29975949.39,0.090140028,0.178235908,,
10877,30307.3135,2,29975954.38,0.115946261,0.208481814,,
10878,30307.33848,1,29975959.37,0.090160221,0.177902006,,
10879,30307.36343,2,29975964.35,0.116088647,0.208272241,,
10880,30307.38894,1,29975969.34,0.090022806,0.177564665,,
10881,30307.41352,2,29975974.33,0.116552877,0.208818097,,
10882,30307.43867,1,29975979.31,0.090430806,0.177365276,,
10883,30307.46383,2,29975984.3,0.116715042,0.208384798,,
10884,30307.48965,1,29975989.29,0.090277133,0.177527697,,
10885,30307.51432,2,29975994.27,0.117063499,0.210420617,,
10886,30307.53897,1,29975999.26,0.090192219,0.178243447,,
10887,30307.56417,2,29976004.25,0.116948555,0.212166975,,
10888,30307.5898,1,29976009.23,0.089764854,0.177828731,,
10889,30307.61421,2,29976014.22,0.11683009,0.212300628,,
10890,30307.63951,1,29976019.21,0.089483292,0.179199457,,
10891,30307.66442,2,29976024.19,0.116021234,0.212707739,,
10892,30307.69021,1,29976029.18,0.089430791,0.177748777,,
10893,30307.7148,2,29976034.17,0.116263963,0.212115259,,
10894,30307.74008,1,29976039.15,0.089396515,0.177559969,,
10895,30307.76499,2,29976044.14,0.116153161,0.211810521,,
10896,30307.78979,1,29976049.12,0.089843037,0.178022698,,
10897,30307.81562,2,29976054.11,0.11579352,0.212347913,,
10898,30307.84024,1,29976059.1,0.089424785,0.178158401,,
10899,30307.86537,2,29976064.08,0.115979191,0.213184091,,
10900,30307.89084,1,29976069.07,0.089365345,0.179396994,,
10901,30307.91561,2,29976074.06,0.115506677,0.213846671,,
10902,30307.94038,1,29976079.04,0.089443217,0.178822899,,
10903,30307.96618,2,29976084.03,0.115662732,0.213621358,,
10904,30307.99069,1,29976089.02,0.089375183,0.178364867,,
10905,30308.01573,2,29976094,0.11566035,0.213567658,,
10906,30308.04175,1,29976098.99,0.089791674,0.178546003,,
10907,30308.0658,2,29976103.98,0.115725692,0.215330814,,
10908,30308.09132,1,29976108.96,0.089465067,0.177545023,,
10909,30308.11656,2,29976113.95,0.115280931,0.216868193,,
10910,30308.14166,1,29976118.94,0.089254129,0.17865737,,
10911,30308.1669,2,29976123.92,0.115082833,0.215445223,,
10912,30308.19137,1,29976128.91,0.089107704,0.178680979,,
10913,30308.21672,2,29976133.9,0.114883493,0.215979705,,
10914,30308.24239,1,29976138.88,0.088780061,0.177814182,,
10915,30308.267,2,29976143.87,0.11439762,0.215240808,,
10916,30308.29172,1,29976148.85,0.088670087,0.178032948,,
10917,30308.31697,2,29976153.84,0.113965802,0.214901615,,
10918,30308.34196,1,29976158.83,0.088817444,0.177137714,,
10919,30308.36685,2,29976163.81,0.113813268,0.214362503,,
10920,30308.39311,1,29976168.8,0.088091017,0.176097055,,
10921,30308.41731,2,29976173.79,0.112944144,0.214054525,,
10922,30308.44241,1,29976178.77,0.087908245,0.178262824,,
10923,30308.4672,2,29976183.76,0.112903655,0.214671805,,
10924,30308.49293,1,29976188.75,0.087965614,0.17781901,,
10925,30308.51743,2,29976193.73,0.113165749,0.214357345,,
10926,30308.54271,1,29976198.72,0.087619228,0.177941685,,
10927,30308.56817,2,29976203.71,0.112307187,0.213960551,,
10928,30308.59277,1,29976208.69,0.087939415,0.177676825,,
10929,30308.6181,2,29976213.68,0.112643633,0.213632534,,
10930,30308.64292,1,29976218.67,0.087731169,0.17784295,,
10931,30308.66788,2,29976223.65,0.112039295,0.211365318,,
10932,30308.69348,1,29976228.64,0.088012523,0.177921052,,
10933,30308.71805,2,29976233.63,0.112464278,0.210390461,,
10934,30308.74391,1,29976238.61,0.088268611,0.179322133,,
10935,30308.76873,2,29976243.6,0.113071205,0.209882167,,
10936,30308.79334,1,29976248.58,0.088630323,0.17925071,,
10937,30308.81834,2,29976253.57,0.113240307,0.209901081,,
10938,30308.84353,1,29976258.56,0.088682307,0.180358427,,
10939,30308.86921,2,29976263.54,0.11361165,0.209660955,,
10940,30308.894,1,29976268.53,0.088683757,0.179836312,,
10941,30308.9188,2,29976273.52,0.113268992,0.210703994,,
10942,30308.94394,1,29976278.5,0.088035305,0.178291195,,
10943,30308.96897,2,29976283.49,0.112968997,0.211174129,,
10944,30308.99405,1,29976288.48,0.088077762,0.178490518,,
10945,30309.01921,2,29976293.46,0.113200646,0.212044299,,
10946,30309.04438,1,29976298.45,0.087613429,0.177664459,,
10947,30309.06989,2,29976303.44,0.113787898,0.212664621,,
10948,30309.09452,1,29976308.42,0.087853362,0.178487674,,
10949,30309.11942,2,29976313.41,0.113549621,0.214320509,,
10950,30309.14461,1,29976318.4,0.08723432,0.176956974,,
10951,30309.17001,2,29976323.38,0.113939086,0.215175469,,
10952,30309.19464,1,29976328.37,0.086903052,0.175714942,,
10953,30309.21971,2,29976333.36,0.113353802,0.216736061,,
10954,30309.24547,1,29976338.34,0.087259172,0.175285412,,
10955,30309.27011,2,29976343.33,0.113909469,0.219064052,,
10956,30309.29535,1,29976348.31,0.086602954,0.174659668,,
10957,30309.32018,2,29976353.3,0.114602242,0.220927067,,
10958,30309.34541,1,29976358.29,0.08776793,0.175126364,,
10959,30309.37124,2,29976363.27,0.115939012,0.221751474,,
10960,30309.39593,1,29976368.26,0.088587659,0.177243923,,
10961,30309.42047,2,29976373.25,0.116309319,0.222568671,,
10962,30309.44584,1,29976378.23,0.088416692,0.176883038,,
10963,30309.47053,2,29976383.22,0.116710485,0.221717878,,
10964,30309.49581,1,29976388.21,0.08874185,0.177769543,,
10965,30309.52192,2,29976393.19,0.11656199,0.221295094,,
10966,30309.54616,1,29976398.18,0.088978884,0.178081555,,
10967,30309.57094,2,29976403.17,0.117305296,0.220395694,,
10968,30309.59606,1,29976408.15,0.089162795,0.177821854,,
10969,30309.62167,2,29976413.14,0.117196979,0.219937859,,
10970,30309.64631,1,29976418.13,0.089246155,0.177862856,,
10971,30309.67145,2,29976423.11,0.116849972,0.219037864,,
10972,30309.69737,1,29976428.1,0.089511977,0.177208079,,
10973,30309.72192,2,29976433.09,0.116868922,0.21805269,,
10974,30309.74651,1,29976438.07,0.089360892,0.178173281,,
10975,30309.77188,2,29976443.06,0.116222645,0.216707557,,
10976,30309.79707,1,29976448.04,0.089734409,0.178318177,,
10977,30309.82271,2,29976453.03,0.116642969,0.216749155,,
10978,30309.84684,1,29976458.02,0.089335107,0.17807362,,
10979,30309.87306,2,29976463,0.115918509,0.213960088,,
10980,30309.8971,1,29976467.99,0.089496029,0.178572853,,
10981,30309.92332,2,29976472.98,0.11632506,0.212920884,,
10982,30309.94757,1,29976477.96,0.089755845,0.178424981,,
10983,30309.97256,2,29976482.95,0.115843329,0.21076563,,
10984,30309.99781,1,29976487.94,0.089700962,0.176883237,,
10985,30310.02278,2,29976492.92,0.116253918,0.210341589,,
10986,30310.04756,1,29976497.91,0.089904444,0.17849938,,
10987,30310.07356,2,29976502.9,0.11585472,0.208970996,,
10988,30310.09807,1,29976507.88,0.089632927,0.178472993,,
10989,30310.12323,2,29976512.87,0.11594243,0.208072124,,
10990,30310.14812,1,29976517.86,0.08997776,0.17910006,,
10991,30310.17316,2,29976522.84,0.115755309,0.206643665,,
10992,30310.19817,1,29976527.83,0.089901545,0.177569625,,
10993,30310.22344,2,29976532.82,0.115723621,0.206338001,,
10994,30310.24896,1,29976537.8,0.090056357,0.177082163,,
10995,30310.2738,2,29976542.79,0.116062862,0.205853582,,
10996,30310.29844,1,29976547.77,0.090485586,0.17745753,,
10997,30310.32358,2,29976552.76,0.116927326,0.20806723,,
10998,30310.34898,1,29976557.75,0.090127291,0.177038714,,
10999,30310.3738,2,29976562.73,0.11704983,0.209000028,,
11000,30310.39891,1,29976567.72,0.08984314,0.176940375,,
11001,30310.42394,2,29976572.71,0.117156179,0.209497938,,
11002,30310.44968,1,29976577.69,0.090270195,0.177148229,,
11003,30310.47465,2,29976582.68,0.117090733,0.20968754,,
11004,30310.49951,1,29976587.67,0.090111137,0.176864918,,
11005,30310.52431,2,29976592.65,0.117139507,0.208852288,,
11006,30310.54963,1,29976597.64,0.089964401,0.177297755,,
11007,30310.57449,2,29976602.63,0.116842205,0.208737416,,
11008,30310.59945,1,29976607.61,0.090128637,0.177590126,,
11009,30310.62523,2,29976612.6,0.116916764,0.208856653,,
11010,30310.65023,1,29976617.59,0.089836099,0.176601513,,
11011,30310.67491,2,29976622.57,0.116307352,0.207793442,,
11012,30310.6998,1,29976627.56,0.08994017,0.177154644,,
11013,30310.72495,2,29976632.55,0.116120231,0.208027154,,
11014,30310.75009,1,29976637.53,0.089813317,0.177433127,,
11015,30310.77548,2,29976642.52,0.115656829,0.207370526,,
11016,30310.80156,1,29976647.5,0.089431619,0.177938247,,
11017,30310.82547,2,29976652.49,0.115507505,0.207496045,,
11018,30310.85042,1,29976657.48,0.089561993,0.178915551,,
11019,30310.87535,2,29976662.46,0.115527284,0.207753565,,
11020,30310.90112,1,29976667.45,0.089728507,0.176915906,,
11021,30310.92558,2,29976672.44,0.115543749,0.207067111,,
11022,30310.95071,1,29976677.42,0.089874828,0.176725445,,
11023,30310.97585,2,29976682.41,0.115456039,0.2067012,,
11024,30311.0016,1,29976687.4,0.089763715,0.177194985,,
11025,30311.0261,2,29976692.38,0.115444131,0.206937756,,
11026,30311.0521,1,29976697.37,0.089630752,0.177296564,,
11027,30311.07653,2,29976702.36,0.1155161,0.206598232,,
11028,30311.10115,1,29976707.34,0.090050972,0.177928591,,
11029,30311.12672,2,29976712.33,0.115696594,0.20716459,,
11030,30311.1518,1,29976717.32,0.089744454,0.177192869,,
11031,30311.17644,2,29976722.3,0.115729317,0.20961162,,
11032,30311.20242,1,29976727.29,0.089804308,0.17677888,,
11033,30311.22684,2,29976732.28,0.115707156,0.210368968,,
11034,30311.25204,1,29976737.26,0.089622157,0.177718687,,
11035,30311.27704,2,29976742.25,0.115414204,0.211003905,,
11036,30311.30222,1,29976747.23,0.089491059,0.177224744,,
11037,30311.32714,2,29976752.22,0.115913642,0.211282256,,
11038,30311.35235,1,29976757.21,0.089813628,0.177863252,,
11039,30311.37774,2,29976762.19,0.115631666,0.211017462,,
11040,30311.40243,1,29976767.18,0.089466413,0.177933683,,
11041,30311.42735,2,29976772.17,0.115879883,0.211448777,,
11042,30311.45343,1,29976777.15,0.08924688,0.17835283,,
11043,30311.47743,2,29976782.14,0.115135645,0.210566505,,
11044,30311.50321,1,29976787.13,0.089930747,0.1785505,,
11045,30311.52783,2,29976792.11,0.115469501,0.210683097,,
11046,30311.55315,1,29976797.1,0.089759469,0.177878265,,
11047,30311.57843,2,29976802.09,0.11573698,0.21028498,,
11048,30311.60316,1,29976807.07,0.089834028,0.177093935,,
11049,30311.6281,2,29976812.06,0.115635083,0.210584824,,
11050,30311.65357,1,29976817.05,0.090158668,0.17757604,,
11051,30311.67846,2,29976822.03,0.115984472,0.210665042,,
11052,30311.70351,1,29976827.02,0.09005004,0.177192736,,
11053,30311.72831,2,29976832.01,0.11595206,0.210611343,,
11054,30311.75379,1,29976836.99,0.090258493,0.177724573,,
11055,30311.77987,2,29976841.98,0.116360164,0.210042935,,
11056,30311.8041,1,29976846.96,0.090440126,0.177872908,,
11057,30311.82883,2,29976851.95,0.116330755,0.209405882,,
11058,30311.85382,1,29976856.94,0.090254144,0.177207814,,
11059,30311.87948,2,29976861.92,0.116835578,0.209501708,,
11060,30311.90404,1,29976866.91,0.090560351,0.177274608,,
11061,30311.92899,2,29976871.9,0.116759777,0.208979196,,
11062,30311.95483,1,29976876.88,0.09045131,0.177162117,,
11063,30311.97946,2,29976881.87,0.116937785,0.209192539,,
11064,30312.00454,1,29976886.86,0.090167366,0.177340344,,
11065,30312.0295,2,29976891.84,0.116545214,0.209560367,,
11066,30312.05437,1,29976896.83,0.090117246,0.17616947,,
11067,30312.07963,2,29976901.82,0.117323211,0.210521932,,
11068,30312.10505,1,29976906.8,0.090200503,0.17526101,,
11069,30312.13034,2,29976911.79,0.116745901,0.210503084,,
11070,30312.15502,1,29976916.78,0.090462286,0.175664417,,
11071,30312.1804,2,29976921.76,0.116850386,0.211003839,,
11072,30312.20509,1,29976926.75,0.090264292,0.175513437,,
11073,30312.23011,2,29976931.74,0.117314409,0.212650667,,
11074,30312.25573,1,29976936.72,0.090417551,0.175950903,,
11075,30312.2802,2,29976941.71,0.117334809,0.212548492,,
11076,30312.30579,1,29976946.69,0.090409681,0.176240099,,
11077,30312.33085,2,29976951.68,0.117157215,0.213496963,,
11078,30312.35594,1,29976956.67,0.090350863,0.176121127,,
11079,30312.38092,2,29976961.65,0.116851318,0.212434679,,
11080,30312.4066,1,29976966.64,0.090548339,0.175534202,,
11081,30312.43155,2,29976971.63,0.117271434,0.212163536,,
11082,30312.45592,1,29976976.61,0.090660902,0.175615611,,
11083,30312.48177,2,29976981.6,0.117090733,0.212512913,,
11084,30312.50601,1,29976986.59,0.090284381,0.175319934,,
11085,30312.53157,2,29976991.57,0.117239436,0.213484266,,
11086,30312.55622,1,29976996.56,0.090747679,0.175509535,,
11087,30312.5814,2,29977001.55,0.117383479,0.215280884,,
11088,30312.60686,1,29977006.53,0.090203817,0.174906143,,
11089,30312.63139,2,29977011.52,0.11806165,0.216694331,,
11090,30312.65736,1,29977016.51,0.090426871,0.174928165,,
11091,30312.68204,2,29977021.49,0.117749851,0.218247053,,
11092,30312.70684,1,29977026.48,0.090424696,0.174738828,,
11093,30312.73174,2,29977031.47,0.118171727,0.2194295,,
11094,30312.75697,1,29977036.45,0.090141892,0.173862839,,
11095,30312.78268,2,29977041.44,0.117826273,0.22215951,,
11096,30312.80708,1,29977046.42,0.09007686,0.173952977,,
11097,30312.83231,2,29977051.41,0.117874115,0.22371415,,
11098,30312.85786,1,29977056.4,0.089891707,0.174073008,,
11099,30312.88283,2,29977061.38,0.117720959,0.224125626,,
11100,30312.90746,1,29977066.37,0.089775002,0.174208116,,
11101,30312.93288,2,29977071.36,0.1172821,0.223123258,,
11102,30312.95772,1,29977076.34,0.090060913,0.174470794,,
11103,30312.98277,2,29977081.33,0.117233534,0.222028634,,
11104,30313.00771,1,29977086.32,0.089504314,0.174585137,,
11105,30313.03366,2,29977091.3,0.116858877,0.221322208,,
11106,30313.05787,1,29977096.29,0.088959416,0.175831468,,
11107,30313.08321,2,29977101.28,0.115413997,0.22125396,,
11108,30313.10851,1,29977106.26,0.088805535,0.17591949,,
11109,30313.13322,2,29977111.25,0.115366362,0.220162511,,
11110,30313.15866,1,29977116.24,0.088632808,0.176765124,,
11111,30313.18337,2,29977121.22,0.114834926,0.219964445,,
11112,30313.20896,1,29977126.21,0.088389044,0.177262969,,
11113,30313.23423,2,29977131.2,0.114379395,0.219769685,,
11114,30313.25851,1,29977136.18,0.088605263,0.176608192,,
11115,30313.28438,2,29977141.17,0.114265175,0.219248496,,
11116,30313.30908,1,29977146.15,0.088406855,0.175843305,,
11117,30313.33396,2,29977151.14,0.113749376,0.218944353,,
11118,30313.35886,1,29977156.13,0.088226775,0.176685236,,
11119,30313.38454,2,29977161.11,0.112953361,0.218727042,,
11120,30313.4091,1,29977166.1,0.087719778,0.175857259,,
11121,30313.43423,2,29977171.09,0.112839763,0.218042175,,
11122,30313.45947,1,29977176.07,0.087685295,0.176677367,,
11123,30313.48538,2,29977181.06,0.112039605,0.216975857,,
11124,30313.50971,1,29977186.05,0.08758609,0.177065961,,
11125,30313.53457,2,29977191.03,0.112783119,0.216287088,,
11126,30313.55963,1,29977196.02,0.087804485,0.177428432,,
11127,30313.58523,2,29977201.01,0.113094918,0.214747129,,
11128,30313.60989,1,29977205.99,0.088325772,0.176758776,,
11129,30313.63488,2,29977210.98,0.112894335,0.214228652,,
11130,30313.66061,1,29977215.97,0.088391115,0.178475241,,
11131,30313.68539,2,29977220.95,0.113188945,0.213698799,,
11132,30313.71085,1,29977225.94,0.088241894,0.1783484,,
11133,30313.73519,2,29977230.93,0.113081456,0.212409152,,
11134,30313.76069,1,29977235.91,0.088926796,0.178888437,,
11135,30313.78534,2,29977240.9,0.113684551,0.212447376,,
11136,30313.81052,1,29977245.88,0.088980541,0.178336363,,
11137,30313.83624,2,29977250.87,0.113663634,0.211232524,,
11138,30313.86072,1,29977255.86,0.08880305,0.177922772,,
11139,30313.88655,2,29977260.84,0.113199714,0.211014684,,
11140,30313.91112,1,29977265.83,0.088582067,0.178595933,,
11141,30313.93592,2,29977270.82,0.113431777,0.211032011,,
11142,30313.9615,1,29977275.8,0.088088117,0.178487476,,
11143,30313.98601,2,29977280.79,0.112962784,0.211560012,,
11144,30314.0112,1,29977285.78,0.088297192,0.178857817,,
11145,30314.03677,2,29977290.76,0.112897649,0.212298512,,
11146,30314.06166,1,29977295.75,0.087950081,0.178409374,,
11147,30314.08681,2,29977300.74,0.113541441,0.212448236,,
11148,30314.1115,1,29977305.72,0.088562185,0.179002316,,
11149,30314.13683,2,29977310.71,0.11380457,0.213043295,,
11150,30314.16184,1,29977315.7,0.089127483,0.180352475,,
11151,30314.18687,2,29977320.68,0.11414029,0.212773012,,
11152,30314.21303,1,29977325.67,0.088881544,0.179159249,,
11153,30314.23727,2,29977330.66,0.114416156,0.212463711,,
11154,30314.26209,1,29977335.64,0.088705917,0.178273538,,
11155,30314.28709,2,29977340.63,0.113708161,0.212753437,,
11156,30314.31256,1,29977345.61,0.088802325,0.177916092,,
11157,30314.33738,2,29977350.6,0.113824452,0.212720172,,
11158,30314.36234,1,29977355.59,0.088591801,0.177728541,,
11159,30314.38833,2,29977360.57,0.113766255,0.21283187,,
11160,30314.41266,1,29977365.56,0.088624628,0.17740846,,
11161,30314.4385,2,29977370.55,0.113829215,0.213360466,,
11162,30314.46342,1,29977375.53,0.088391529,0.177398011,,
11163,30314.48791,2,29977380.52,0.113825798,0.214421692,,
11164,30314.51357,1,29977385.51,0.088273581,0.177107756,,
11165,30314.53795,2,29977390.49,0.113529428,0.21456176,,
11166,30314.56335,1,29977395.48,0.08835777,0.178030104,,
11167,30314.58961,2,29977400.47,0.113615999,0.21518486,,
11168,30314.61377,1,29977405.45,0.088303405,0.179194696,,
11169,30314.63841,2,29977410.44,0.113724212,0.215295433,,
11170,30314.66355,1,29977415.43,0.088281037,0.179114411,,
11171,30314.68878,2,29977420.41,0.114063971,0.215421481,,
11172,30314.71398,1,29977425.4,0.089129968,0.179757151,,
11173,30314.73869,2,29977430.39,0.114415535,0.21613333,,
11174,30314.76503,1,29977435.37,0.089095381,0.179359365,,
11175,30314.78917,2,29977440.36,0.115035509,0.215697319,,
11176,30314.81478,1,29977445.34,0.089709349,0.178418301,,
11177,30314.83919,2,29977450.33,0.11512063,0.216643145,,
11178,30314.86473,1,29977455.32,0.089808968,0.178882551,,
11179,30314.88933,2,29977460.3,0.115271818,0.216460884,,
11180,30314.91443,1,29977465.29,0.089958499,0.178782823,,
11181,30314.94012,2,29977470.28,0.115326598,0.21674069,,
11182,30314.96467,1,29977475.26,0.090304367,0.178827793,,
11183,30314.99041,2,29977480.25,0.115501292,0.215440726,,
11184,30315.01545,1,29977485.24,0.090124495,0.177909148,,
11185,30315.03973,2,29977490.22,0.115124047,0.216263479,,
11186,30315.06545,1,29977495.21,0.089800684,0.179327622,,
11187,30315.09005,2,29977500.2,0.114645009,0.215645538,,
11188,30315.11525,1,29977505.18,0.089477908,0.179163415,,
11189,30315.14111,2,29977510.17,0.114414396,0.214918875,,
11190,30315.16543,1,29977515.16,0.089551016,0.178602811,,
11191,30315.19027,2,29977520.14,0.114338077,0.212774731,,
11192,30315.21537,1,29977525.13,0.089801201,0.177967742,,
11193,30315.24072,2,29977530.12,0.11448999,0.213469716,,
11194,30315.2656,1,29977535.1,0.089649806,0.177092017,,
11195,30315.29062,2,29977540.09,0.11521331,0.213731138,,
11196,30315.31658,1,29977545.07,0.090095397,0.175724862,,
11197,30315.34117,2,29977550.06,0.115603396,0.213530161,,
11198,30315.3659,1,29977555.05,0.089921634,0.17604858,,
11199,30315.39103,2,29977560.03,0.115270782,0.213189315,,
11200,30315.41646,1,29977565.02,0.089740001,0.176220127,,
11201,30315.44114,2,29977570.01,0.115321524,0.212578517,,
11202,30315.46618,1,29977574.99,0.089828539,0.175982117,,
11203,30315.49225,2,29977579.98,0.115246447,0.211022752,,
11204,30315.51649,1,29977584.97,0.090003441,0.17615168,,
11205,30315.54235,2,29977589.95,0.114927813,0.210464463,,
11206,30315.56685,1,29977594.94,0.089633963,0.175747876,,
11207,30315.59162,2,29977599.93,0.114930195,0.209439147,,
11208,30315.61719,1,29977604.91,0.090180414,0.1760956,,
11209,30315.64196,2,29977609.9,0.11480562,0.209494235,,
11210,30315.66689,1,29977614.89,0.090008412,0.176273033,,
11211,30315.69251,2,29977619.87,0.11480707,0.208806194,,
11212,30315.71738,1,29977624.86,0.089987805,0.176075298,,
11213,30315.7424,2,29977629.85,0.114979901,0.209440535,,
11214,30315.76741,1,29977634.83,0.090093222,0.176478441,,
11215,30315.79246,2,29977639.82,0.114980212,0.209805057,,
11216,30315.81751,1,29977644.8,0.089868304,0.175972065,,
11217,30315.84256,2,29977649.79,0.115176859,0.212033916,,
11218,30315.86847,1,29977654.78,0.08964701,0.176309737,,
11219,30315.89298,2,29977659.76,0.115745575,0.214951346,,
11220,30315.91775,1,29977664.75,0.089919252,0.177248221,,
11221,30315.94281,2,29977669.74,0.11583111,0.217160895,,
11222,30315.96832,1,29977674.72,0.089505867,0.175752175,,
11223,30315.99305,2,29977679.71,0.115852131,0.218452196,,
11224,30316.01824,1,29977684.7,0.089007464,0.177624052,,
11225,30316.04394,2,29977689.68,0.115495286,0.21864841,,
11226,30316.06821,1,29977694.67,0.089575973,0.177939437,,
11227,30316.0943,2,29977699.66,0.11575417,0.21886625,,
11228,30316.11837,1,29977704.64,0.089367313,0.178413937,,
11229,30316.14374,2,29977709.63,0.115517964,0.218685246,,
11230,30316.16876,1,29977714.62,0.08963417,0.17886033,,
11231,30316.19384,2,29977719.6,0.11552045,0.218888934,,
