FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G1,,
129,30037.69036,2,29922313.64,0.125549804,0.23575917,,
130,30037.71626,1,29922313.64,0.094736142,0.180912087,,
131,30037.74061,2,29922332.71,0.125540691,0.235207428,,
132,30037.76604,1,29922337.7,0.094539494,0.181288777,,
133,30037.79077,2,29922342.68,0.125097379,0.233855351,,
134,30037.81614,1,29922347.72,0.094890023,0.181859103,,
135,30037.84091,2,29922352.66,0.125877758,0.233380257,,
136,30037.86607,1,29922357.64,0.094955572,0.182376589,,
137,30037.89125,2,29922362.63,0.125269381,0.231894857,,
138,30037.9167,1,29922363.58,0.095089052,0.18118905,,
139,30037.94228,2,29922363.58,0.125268967,0.230793819,,
140,30037.96636,1,29922363.58,0.094672664,0.18036385,,
141,30037.99177,2,29922382.66,0.125460852,0.230647931,,
142,30038.01656,1,29922387.65,0.094427553,0.179167912,,
143,30038.042,2,29922392.63,0.125111255,0.229629691,,
144,30038.06673,1,29922397.62,0.094707665,0.178774028,,
145,30038.0922,2,29922402.64,0.125626744,0.230378508,,
146,30038.11731,1,29922407.62,0.094135636,0.178863835,,
147,30038.14305,2,29922413.01,0.125705755,0.230716444,,
148,30038.16705,1,29922413.64,0.094454581,0.179741875,,
149,30038.19263,2,29922413.64,0.126185104,0.232717081,,
150,30038.21746,1,29922413.64,0.093990351,0.180568,,
151,30038.24243,2,29922432.72,0.126817712,0.235543314,,
152,30038.26752,1,29922437.7,0.094325967,0.179700145,,
153,30038.29292,2,29922442.69,0.12731249,0.236666044,,
154,30038.31777,1,29922447.68,0.09460028,0.178971697,,
155,30038.34298,2,29922452.66,0.128962303,0.239694906,,
156,30038.36762,1,29922458.64,0.094311366,0.17942358,,
157,30038.3932,2,29922463.1,0.129280937,0.241839513,,
158,30038.4182,1,29922464.01,0.094573563,0.179656101,,
159,30038.44316,2,29922464.01,0.12972021,0.243817466,,
160,30038.46903,1,29922464.01,0.094512156,0.180036428,,
161,30038.49327,2,29922482.75,0.130704278,0.246117153,,
162,30038.51835,1,29922487.73,0.094674632,0.179821234,,
163,30038.54395,2,29922492.72,0.130953221,0.247838976,,
164,30038.56865,1,29922497.71,0.094388617,0.179911835,,
165,30038.59357,2,29922502.69,0.131799355,0.250236274,,
166,30038.61892,1,29922507.68,0.094490099,0.180042645,,
167,30038.64397,2,29922513.05,0.132045812,0.250194347,,
168,30038.66876,1,29922513.97,0.09446069,0.179371666,,
169,30038.69388,2,29922513.97,0.132093551,0.251056316,,
170,30038.71953,1,29922513.97,0.094833897,0.179871957,,
171,30038.74435,2,29922532.76,0.132399137,0.251918947,,
172,30038.76927,1,29922537.75,0.094753332,0.179569137,,
173,30038.79424,2,29922542.74,0.131323424,0.252246765,,
174,30038.81966,1,29922547.72,0.094460897,0.180786634,,
175,30038.8444,2,29922552.71,0.130972067,0.250990448,,
176,30038.86941,1,29922557.69,0.093919002,0.180296064,,
177,30038.89541,2,29922563,0.130019583,0.249199054,,
178,30038.91978,1,29922563.56,0.093728568,0.179643007,,
179,30038.94484,2,29922563.56,0.130036152,0.247533841,,
180,30038.96973,1,29922563.56,0.094451888,0.180065725,,
181,30038.99534,2,29922582.75,0.128960957,0.247046313,,
182,30039.02026,1,29922587.73,0.093344592,0.17928986,,
183,30039.04508,2,29922592.72,0.128175608,0.2461403,,
184,30039.07113,1,29922597.7,0.093770817,0.178665901,,
185,30039.0953,2,29922602.7,0.128094318,0.24542898,,
186,30039.12072,1,29922607.68,0.093836885,0.178276183,,
187,30039.14563,2,29922613.17,0.127516283,0.244412525,,
188,30039.17046,1,29922617.16,0.093611035,0.176700513,,
189,30039.19642,2,29922623.15,0.127409727,0.243952112,,
190,30039.2207,1,29922628.13,0.094005262,0.177989102,,
191,30039.2464,2,29922633.12,0.126574775,0.243310033,,
192,30039.27109,1,29922638.11,0.093771025,0.17741547,,
193,30039.29679,2,29922643.1,0.126793894,0.242471011,,
194,30039.32147,1,29922646.61,0.093847033,0.177357208,,
195,30039.34605,2,29922646.61,0.126014034,0.239677315,,
196,30039.37111,1,29922646.61,0.093599954,0.177959409,,
197,30039.39654,2,29922662.12,0.125101832,0.239327144,,
198,30039.42202,1,29922663.64,0.093230165,0.179147675,,
199,30039.44644,2,29922663.64,0.123121787,0.238723885,,
200,30039.47149,1,29922663.64,0.092898691,0.179484488,,
201,30039.49731,2,29922682.72,0.122904014,0.238157858,,
202,30039.52193,1,29922687.7,0.092827032,0.178709019,,
203,30039.54688,2,29922692.69,0.123356439,0.237023158,,
204,30039.57211,1,29922697.68,0.093381871,0.177150147,,
205,30039.59699,2,29922702.66,0.123594198,0.233904422,,
206,30039.62208,1,29922707.69,0.093697398,0.176190566,,
207,30039.64719,2,29922713.01,0.123516222,0.231598386,,
208,30039.67315,1,29922713.72,0.093705372,0.176421038,,
209,30039.69765,2,29922713.72,0.123141359,0.229779018,,
210,30039.72244,1,29922713.72,0.093529331,0.180689221,,
211,30039.74753,2,29922732.7,0.122560321,0.228697026,,
212,30039.77295,1,29922737.66,0.093759737,0.179819316,,
213,30039.79762,2,29922742.65,0.123541179,0.22783671,,
214,30039.82307,1,29922747.63,0.094577084,0.179493482,,
215,30039.84847,2,29922752.62,0.122522213,0.22588316,,
216,30039.87314,1,29922757.6,0.093488634,0.179552868,,
217,30039.8991,2,29922763.1,0.122417106,0.223969553,,
218,30039.9236,1,29922763.79,0.093617869,0.179274716,,
219,30039.94817,2,29922763.79,0.122105928,0.222397719,,
220,30039.97389,1,29922763.79,0.093604821,0.180240711,,
221,30039.99828,2,29922782.72,0.121459341,0.220695472,,
222,30040.02363,1,29922787.71,0.093418943,0.180982386,,
223,30040.04913,2,29922792.69,0.121331245,0.219805925,,
224,30040.07407,1,29922797.68,0.093359193,0.182043414,,
225,30040.09866,2,29922802.67,0.120674199,0.218812683,,
226,30040.1239,1,29922807.65,0.093796706,0.182493709,,
227,30040.14907,2,29922813,0.121473528,0.218940848,,
228,30040.17412,1,29922813.76,0.093789768,0.182623064,,
229,30040.19912,2,29922813.76,0.121243121,0.219943613,,
230,30040.22511,1,29922813.76,0.094058075,0.181834303,,
231,30040.2494,2,29922832.72,0.121182646,0.225011998,,
232,30040.27442,1,29922837.7,0.094043991,0.181253859,,
233,30040.29943,2,29922842.69,0.121809559,0.229732792,,
234,30040.32497,1,29922847.68,0.094194765,0.18150622,,
235,30040.34944,2,29922852.67,0.1222916,0.232367042,,
236,30040.37463,1,29922857.65,0.094595206,0.183314544,,
237,30040.40029,2,29922863.05,0.122565913,0.234539822,,
238,30040.42478,1,29922863.68,0.094168152,0.183346817,,
239,30040.45146,2,29922863.68,0.122015733,0.234969153,,
240,30040.47498,1,29922863.68,0.094175194,0.182582591,,
241,30040.50052,2,29922882.71,0.121812665,0.235382679,,
242,30040.52518,1,29922887.85,0.094366353,0.182632653,,
243,30040.55017,2,29922892.81,0.122646166,0.235025101,,
244,30040.57546,1,29922897.77,0.094438633,0.182015837,,
245,30040.60151,2,29922902.75,0.122052805,0.234191701,,
246,30040.62577,1,29922907.74,0.094395659,0.182004925,,
247,30040.65059,2,29922912.24,0.121555128,0.234777303,,
248,30040.67558,1,29922917.23,0.094003191,0.182545887,,
249,30040.70126,2,29922922.22,0.121004327,0.237018992,,
250,30040.72579,1,29922927.2,0.093783451,0.180942773,,
251,30040.75086,2,29922932.19,0.12107785,0.239138601,,
252,30040.7761,1,29922937.2,0.093964359,0.180767191,,
253,30040.80207,2,29922942.16,0.120966944,0.241477769,,
254,30040.8263,1,29922946.99,0.094014272,0.180877897,,
255,30040.85171,2,29922946.99,0.121056725,0.243075196,,
256,30040.87628,1,29922946.99,0.094266113,0.182316937,,
257,30040.90134,2,29922963.06,0.121095351,0.243771504,,
258,30040.92695,1,29922968.05,0.094512571,0.182014117,,
259,30040.95163,2,29922973.04,0.121178918,0.244138936,,
260,30040.9771,1,29922978.02,0.094158625,0.180922668,,
261,30041.00202,2,29922983.01,0.120823212,0.243701602,,
262,30041.02687,1,29922987.99,0.094265492,0.180684195,,
263,30041.05281,2,29922992.98,0.120508824,0.242844725,,
264,30041.07748,1,29922996.97,0.094042438,0.181251148,,
265,30041.10205,2,29922996.97,0.120278418,0.241647531,,
266,30041.1275,1,29922996.97,0.094079821,0.180716931,,
267,30041.15232,2,29923012.96,0.119747189,0.240355304,,
268,30041.17748,1,29923017.95,0.093672856,0.179880091,,
269,30041.20339,2,29923022.94,0.119958956,0.238964871,,
270,30041.22761,1,29923027.92,0.094201289,0.179564838,,
271,30041.25262,2,29923030.92,0.119696344,0.23738272,,
272,30041.27759,1,29923030.92,0.093785419,0.1799533,,
273,30041.30316,2,29923030.92,0.119649124,0.237531055,,
274,30041.32794,1,29923047.33,0.094393795,0.179719787,,
275,30041.35301,2,29923047.33,0.119448541,0.237599436,,
276,30041.37889,1,29923047.33,0.094088416,0.179609015,,
277,30041.40358,2,29923063.07,0.11913581,0.237734015,,
278,30041.42829,1,29923068.06,0.09393816,0.180338984,,
279,30041.45361,2,29923073.04,0.119075542,0.236776815,,
280,30041.4788,1,29923078.03,0.093808718,0.181181841,,
281,30041.50354,2,29923083.02,0.11898079,0.236921447,,
282,30041.52845,1,29923088,0.094158314,0.180962017,,
283,30041.55442,2,29923092.99,0.118679553,0.236863581,,
284,30041.57883,1,29923096.98,0.093584421,0.180478325,,
285,30041.60479,2,29923096.98,0.118621356,0.239214719,,
286,30041.6293,1,29923096.98,0.094092972,0.181740527,,
287,30041.65408,2,29923112.79,0.118928806,0.240917826,,
288,30041.67932,1,29923117.79,0.094215683,0.181170797,,
289,30041.70454,2,29923122.77,0.119935449,0.24250626,,
290,30041.72937,1,29923127.76,0.09417333,0.181613156,,
291,30041.755,2,29923132.91,0.11967087,0.241319779,,
292,30041.77961,1,29923137.9,0.094751054,0.181804808,,
293,30041.80475,2,29923142.89,0.11981657,0.240635639,,
294,30041.82972,1,29923147.87,0.094476016,0.181171194,,
295,30041.85499,2,29923152.86,0.119840076,0.239597096,,
296,30041.87969,1,29923157.85,0.094651953,0.180542738,,
297,30041.9049,2,29923162.83,0.118850727,0.23786013,,
298,30041.93046,1,29923167.82,0.093839888,0.18109157,,
299,30041.95539,2,29923172.81,0.118925596,0.236472408,,
300,30041.98007,1,29923177.79,0.094236083,0.181436319,,
301,30042.00511,2,29923182.78,0.11926639,0.235266286,,
302,30042.03055,1,29923187.77,0.094076404,0.180753237,,
303,30042.05528,2,29923192.75,0.118717661,0.232941138,,
304,30042.08056,1,29923196.5,0.094041403,0.180202817,,
305,30042.10638,2,29923196.5,0.118768713,0.230110275,,
306,30042.13133,1,29923196.5,0.093773406,0.180705159,,
307,30042.15575,2,29923212.56,0.118346008,0.228102166,,
308,30042.18117,1,29923213.57,0.093833571,0.181610511,,
309,30042.20628,2,29923213.57,0.117931691,0.226946635,,
310,30042.23089,1,29923213.57,0.09341304,0.181559259,,
311,30042.25608,2,29923232.73,0.117720442,0.225548795,,
312,30042.28147,1,29923237.72,0.093672442,0.181313577,,
313,30042.30611,2,29923242.71,0.118137348,0.224513691,,
314,30042.33148,1,29923247.7,0.093863705,0.180962282,,
315,30042.35639,2,29923252.68,0.118575896,0.225228978,,
316,30042.3825,1,29923257.67,0.094007126,0.181054338,,
317,30042.40658,2,29923263,0.118822871,0.22566155,,
318,30042.43168,1,29923263.49,0.093640237,0.180656552,,
319,30042.45745,2,29923263.49,0.118497299,0.227528732,,
320,30042.48196,1,29923263.49,0.093091611,0.17864745,,
321,30042.50691,2,29923282.77,0.119032256,0.228080276,,
322,30042.53231,1,29923287.75,0.093546935,0.17870029,,
323,30042.55711,2,29923292.74,0.119403599,0.228257643,,
324,30042.58231,1,29923297.73,0.093782312,0.179295151,,
325,30042.60724,2,29923302.72,0.120404857,0.229088133,,
326,30042.6332,1,29923307.71,0.09435403,0.181126819,,
327,30042.65759,2,29923312.7,0.121150027,0.23059939,,
328,30042.68243,1,29923317.95,0.094290656,0.182083953,,
329,30042.70787,2,29923322.94,0.121207706,0.230210862,,
330,30042.73311,1,29923327.93,0.094409638,0.181865451,,
331,30042.75788,2,29923332.91,0.121269735,0.228950908,,
332,30042.78281,1,29923337.83,0.094923678,0.181924838,,
333,30042.80878,2,29923342.85,0.121750015,0.22770385,,
334,30042.83316,1,29923346.54,0.094977111,0.18070172,,
335,30042.85806,2,29923346.54,0.121574596,0.226499381,,
336,30042.88352,1,29923346.54,0.094395659,0.18026928,,
337,30042.90857,2,29923361.54,0.120851897,0.225356019,,
338,30042.93335,1,29923363.8,0.094475602,0.180935829,,
339,30042.95846,2,29923363.8,0.120735399,0.224365157,,
340,30042.98381,1,29923363.8,0.094051447,0.180952163,,
341,30043.00872,2,29923382.69,0.120710753,0.223178676,,
342,30043.03411,1,29923387.67,0.094052172,0.180959901,,
343,30043.05873,2,29923392.66,0.120137999,0.221362946,,
344,30043.08413,1,29923397.65,0.094497037,0.182007768,,
345,30043.10903,2,29923402.64,0.120903673,0.221975662,,
346,30043.13472,1,29923407.63,0.094428071,0.181570038,,
347,30043.15908,2,29923413.01,0.120413555,0.221502287,,
348,30043.18528,1,29923413.79,0.093802091,0.181306567,,
349,30043.20952,2,29923413.79,0.120312798,0.2207704,,
350,30043.2345,1,29923413.79,0.094166702,0.179006483,,
351,30043.25965,2,29923432.67,0.120606475,0.219684308,,
352,30043.28508,1,29923437.65,0.093910511,0.179195621,,
353,30043.31322,2,29923442.64,0.119897548,0.218997986,,
354,30043.33482,1,29923447.63,0.094295315,0.179443287,,
355,30043.36045,2,29923452.61,0.120046251,0.218614815,,
356,30043.38504,1,29923457.6,0.093998117,0.179228886,,
357,30043.41029,2,29923463.12,0.120349559,0.219025696,,
358,30043.43517,1,29923463.93,0.094441326,0.179305335,,
359,30043.46705,2,29923463.93,0.120035689,0.219410388,,
360,30043.48529,1,29923463.93,0.094091108,0.178685939,,
361,30043.51076,2,29923482.72,0.120198371,0.220225998,,
362,30043.53586,1,29923487.71,0.093807682,0.17930097,,
363,30043.56097,2,29923492.69,0.119517922,0.220027799,,
364,30043.58597,1,29923497.68,0.093884208,0.180306315,,
365,30043.61064,2,29923502.68,0.119227144,0.21942745,,
366,30043.63592,1,29923507.66,0.093620354,0.180633604,,
367,30043.66109,2,29923512.98,0.119284098,0.218919487,,
368,30043.68588,1,29923513.64,0.093779723,0.180448367,,
369,30043.71094,2,29923513.64,0.11880506,0.218033115,,
370,30043.73701,1,29923513.64,0.093653595,0.180046547,,
371,30043.76168,2,29923532.75,0.119009371,0.217180735,,
372,30043.78629,1,29923537.73,0.093935985,0.179168507,,
373,30043.8113,2,29923542.71,0.119412711,0.21559164,,
374,30043.83699,1,29923547.7,0.094308363,0.178367776,,
375,30043.86148,2,29923552.69,0.118613797,0.214983222,,
376,30043.88754,1,29923557.67,0.09410778,0.178722246,,
377,30043.91219,2,29923562.99,0.118433303,0.214554684,,
378,30043.93674,1,29923563.77,0.094065634,0.179040343,,
379,30043.9621,2,29923563.77,0.118474207,0.214837863,,
380,30043.98689,1,29923563.77,0.094392966,0.178620997,,
381,30044.01222,2,29923582.72,0.118936366,0.213667518,,
382,30044.03807,1,29923587.71,0.094172708,0.17819689,,
383,30044.06235,2,29923592.72,0.118556532,0.213240303,,
384,30044.08724,1,29923597.71,0.095077869,0.178727404,,
385,30044.11233,2,29923602.71,0.118564713,0.212663893,,
386,30044.138,1,29923607.69,0.094407464,0.178765034,,
387,30044.16256,2,29923612.68,0.118147599,0.211541363,,
388,30044.18761,1,29923613.8,0.094517438,0.179545991,,
389,30044.21334,2,29923613.8,0.117627037,0.211601675,,
390,30044.23781,1,29923613.8,0.09416401,0.17899524,,
391,30044.26331,2,29923632.7,0.118466544,0.211573172,,
392,30044.28803,1,29923637.68,0.093891871,0.178232999,,
393,30044.3134,2,29923642.67,0.117946188,0.210962043,,
394,30044.33809,1,29923647.85,0.093883587,0.178204429,,
395,30044.36404,2,29923652.86,0.118273313,0.212046019,,
396,30044.38845,1,29923657.85,0.093838541,0.177807635,,
397,30044.41335,2,29923663.06,0.1179815,0.214423411,,
398,30044.43899,1,29923663.75,0.093619422,0.177607651,,
399,30044.46374,2,29923663.75,0.118248771,0.215981226,,
400,30044.48868,1,29923663.75,0.094365214,0.178356137,,
401,30044.51383,2,29923682.69,0.118522981,0.217103227,,
402,30044.53924,1,29923687.67,0.093811514,0.178299395,,
403,30044.56389,2,29923692.66,0.118838301,0.217299442,,
404,30044.58893,1,29923697.65,0.094255033,0.179318297,,
405,30044.61416,2,29923702.64,0.118102243,0.217405519,,
406,30044.64028,1,29923707.62,0.093967155,0.179474634,,
407,30044.66435,2,29923713.05,0.118461159,0.217478859,,
408,30044.68936,1,29923713.83,0.094233701,0.179782678,,
409,30044.71516,2,29923713.83,0.118467683,0.21687679,,
410,30044.73976,1,29923713.83,0.094111819,0.178777929,,
411,30044.76476,2,29923732.68,0.118525673,0.216251046,,
412,30044.79009,1,29923737.67,0.094290863,0.178937308,,
413,30044.81482,2,29923742.66,0.118480109,0.216597778,,
414,30044.83988,1,29923747.64,0.094415437,0.179612255,,
415,30044.86543,2,29923752.63,0.118276109,0.216457445,,
416,30044.89074,1,29923758.06,0.09425203,0.178318045,,
417,30044.91581,2,29923763.11,0.117941114,0.216687519,,
418,30044.94058,1,29923763.88,0.094584333,0.179136499,,
419,30044.96544,2,29923763.88,0.117534563,0.216969243,,
420,30044.99041,1,29923763.88,0.093611138,0.180046745,,
421,30045.01569,2,29923782.75,0.11730892,0.216282459,,
422,30045.04136,1,29923787.74,0.094054864,0.180169421,,
423,30045.06584,2,29923792.72,0.118303344,0.215025613,,
424,30045.09068,1,29923797.71,0.094467007,0.178235644,,
425,30045.11648,2,29923802.71,0.118414664,0.21398211,,
426,30045.14132,1,29923807.69,0.094917775,0.177575643,,
427,30045.16603,2,29923813,0.118714554,0.21420696,,
428,30045.19121,1,29923813.67,0.09474743,0.178336959,,
429,30045.21635,2,29923813.67,0.118465094,0.213628037,,
430,30045.24116,1,29923813.67,0.094655992,0.179070036,,
431,30045.26641,2,29923832.72,0.117958304,0.213824913,,
432,30045.29226,1,29923837.71,0.093995011,0.177090694,,
433,30045.31674,2,29923842.71,0.117647644,0.212603118,,
434,30045.34159,1,29923847.68,0.093800434,0.176048051,,
435,30045.36658,2,29923852.67,0.117334187,0.211238079,,
436,30045.39222,1,29923857.65,0.094488339,0.175043765,,
437,30045.41686,2,29923862.64,0.118482181,0.21138615,,
438,30045.44186,1,29923867.63,0.095090088,0.175866914,,
439,30045.46762,2,29923872.61,0.117986988,0.212653907,,
440,30045.49207,1,29923877.6,0.093656909,0.178122359,,
441,30045.51837,2,29923882.59,0.116864573,0.215314347,,
442,30045.54228,1,29923887.57,0.093692324,0.179372393,,
443,30045.56782,2,29923892.56,0.117914604,0.215881432,,
444,30045.59245,1,29923896.5,0.09500331,0.180627057,,
445,30045.61745,2,29923896.5,0.118390018,0.215918466,,
446,30045.64274,1,29923896.5,0.094543326,0.180639423,,
447,30045.66844,2,29923912.52,0.117896068,0.21632928,,
448,30045.69304,1,29923913.45,0.093917863,0.18066257,,
449,30045.71785,2,29923913.45,0.117833004,0.216345681,,
450,30045.74339,1,29923913.45,0.094599555,0.180081266,,
451,30045.76814,2,29923932.73,0.118156298,0.215569552,,
452,30045.793,1,29923937.72,0.094205845,0.178496734,,
453,30045.81837,2,29923942.7,0.117517581,0.215897899,,
454,30045.84357,1,29923947.71,0.094514227,0.179533822,,
455,30045.86936,2,29923952.68,0.118268861,0.216714303,,
456,30045.89377,1,29923957.67,0.094968309,0.179101515,,
457,30045.91901,2,29923962.65,0.117698592,0.21533908,,
458,30045.9436,1,29923968.95,0.094587025,0.178810136,,
459,30045.96869,2,29923972.95,0.117408746,0.216535481,,
460,30045.99441,1,29923977.95,0.094469078,0.181570766,,
461,30046.01903,2,29923982.93,0.117527936,0.217199516,,
462,30046.04447,1,29923987.9,0.094821781,0.179543544,,
