S,66564335.53
F,66602817.13
I,66604396.8
I,66604658.19
I,66604847.62
I,66605070.17
I,66605295.18
I,66605518.41
I,66605728.97
I,66605913.18
I,66606113.59
I,66606328.18
I,66606543.26
I,66606736.36
I,66606904.27
I,66607085.62
E,66608131.16
F,66624343.28
I,66625252.02
I,66625641.72
I,66626933.81
F,66629604.03
I,66630222.26
I,66630399.53
I,66630566.77
I,66630727.88
I,66630892.08
I,66631048.65
I,66631210.36
I,66631376.52
I,66631537.7
I,66631695.36
I,66631863
I,66632030.23
I,66632196.75
I,66632354.02
I,66632516.79
I,66632675.88
I,66632855.32
I,66633022.34
I,66633209.7
I,66633381.99
I,66633544.59
I,66633698.19
I,66633858.76
I,66634028.54
I,66634185.48
I,66634332.79
I,66634482.79
I,66634627.65
I,66634782.96
I,66634947.1
I,66635115.38
I,66635258.3
I,66635435.57
I,66635596.75
I,66635750.72
I,66636240.19
I,66636273.32
I,66636306.48
I,66636339.51
I,66636372.6
I,66636405.58
I,66636439.03
I,66636468.72
I,66636501.82
I,66636530.76
I,66636565
I,66636598.07
I,66636631.09
I,66636659.52
I,66636692.51
I,66636725.67
I,66636754.21
I,66636784.12
I,66636817.18
I,66636850.21
I,66636883.34
I,66636916.45
I,66636949.57
I,66636977.86
I,66637010.93
I,66637044.28
I,66637077.29
I,66637110.21
I,66637139.08
I,66637168.74
I,66637201.83
I,66637234.93
I,66637268.48
I,66637298.01
I,66637331.08
I,66637364.12
I,66637397.27
I,66637430.31
I,66637463.59
I,66637493.52
I,66637526.75
I,66637559.81
I,66637592.83
I,66637626.06
I,66637659.08
I,66637692.15
I,66637725.22
I,66637758.25
I,66637791.48
I,66637824.61
I,66637852.94
I,66637882.93
I,66637915.99
I,66637949.03
I,66637982.35
I,66638012.25
I,66638045.3
I,66638078.4
I,66638107.01
E,66639117.03
I,66642747.07
I,66642956.43
I,66643141.76
I,66643321.25
I,66643812.76
I,66643846.03
I,66643879.67
I,66643908.97
I,66643941.98
I,66643975.17
I,66644008.26
I,66644041.33
I,66644074.38
I,66644102.86
I,66644135.97
I,66644169.02
I,66644202.25
I,66644230.82
I,66644264.03
I,66644296.91
I,66644330.02
I,66644363.19
I,66644396.3
I,66644429.49
I,66644462.55
I,66644495.77
I,66644619.97
I,66644790.58
I,66644953.86
I,66645118.96
I,66645279.09
I,66645438.21
I,66645606.46
I,66645769.34
I,66646258.06
I,66646286.78
I,66646319.74
I,66646352.84
I,66646385.86
I,66646420.74
I,66646450.83
I,66646483.74
I,66646516.8
I,66646550.02
I,66646583.16
I,66646616.12
I,66646649.18
I,66646679.17
I,66646712.27
I,66646745.22
I,66646781
I,66646814.81
I,66646847.91
I,66646880.95
I,66646914.18
I,66646947.28
I,66646980.22
I,66647013.36
I,66647046.98
I,66647079.96
I,66647109.62
I,66647143
I,66647293.49
I,66647480.79
I,66647654.12
I,66647809.15
I,66647978.41
I,66648151.64
I,66648643.99
I,66648677.02
I,66648706.74
I,66648735.36
I,66648768.49
I,66648801.54
I,66648834.62
I,66648867.67
I,66648900.74
I,66648933.8
I,66648967.09
I,66649081.6
I,66649263.58
I,66649434.83
I,66649602.04
I,66649761.68
I,66649920.4
I,66650409.61
I,66650443
I,66650476.03
I,66650509.34
I,66650538.89
I,66650572.16
I,66650746.25
I,66650914.36
I,66651074.59
I,66651250.41
I,66651412.99
I,66651593.73
I,66651757.43
I,66651940.04
I,66652112.01
I,66652284.9
I,66652773.17
I,66652806.34
I,66652839.37
I,66652872.44
I,66652900.95
I,66652933.99
I,66652967.04
I,66653000.24
I,66653033.24
I,66653066.39
I,66653099.58
I,66653132.89
I,66653166.02
I,66653198.98
I,66653232.04
I,66653265.56
I,66653295.31
I,66653325.04
I,66653358.07
I,66653391.49
I,66653424.49
I,66653457.56
I,66653491.2
I,66653520.61
I,66653550.58
I,66653583.65
I,66653617.06
I,66653650.02
I,66653683.1
I,66653716.04
I,66653744.88
I,66653774.44
I,66653807.45
I,66653840.54
I,66653873.88
I,66653906.96
I,66653940.04
I,66653973.06
I,66654004.7
I,66654037.7
I,66654070.8
I,66654099.3
I,66654132.34
I,66654165.34
I,66654198.53
I,66654227.42
I,66654260.56
I,66654293.62
I,66654323.25
I,66654356.39
I,66654389.45
I,66654422.57
I,66654455.55
I,66654484.19
I,66654517.27
I,66654550.57
I,66654583.56
I,66654613.29
I,66654646.31
I,66654679.36
I,66654712.69
I,66654745.68
E,66655269.32
F,66656381.39
I,66657182.3
I,66657401.96
I,66657574.45
I,66657746.01
I,66657899.48
I,66658390.69
I,66658423.86
