fm_fp,ts_fp,LedState,ts,G0,G1,Unnamed: 6,Unnamed: 7,G0-pks,G1-pks,event,event_type
67,30036.13528,2,29922013.02,-0.0863141548228957,-0.0632589344759237,,,False,False,,
69,30036.18529,2,29922013.62,-0.0005347074267904,-0.0180843437473508,,,False,False,,
71,30036.23633,2,29922032.73,-0.1290038994937405,-0.0752845330182665,,,False,False,,
73,30036.28553,2,29922042.72,-0.1463079835131332,-0.14620767888781,,,False,False,,
75,30036.33627,2,29922052.67,-0.2434809177885248,-0.2799483580130945,,,False,False,,
77,30036.3861,2,29922063.07,-0.1536532873143344,-0.3342707431388318,,,False,False,,
79,30036.43615,2,29922063.79,-0.1266259277634996,-0.3857877880681174,,,False,False,,
81,30036.48627,2,29922082.72,0.0755596087875553,-0.46228118266396,,,False,False,,
83,30036.53636,2,29922092.69,0.1370799487509084,-0.4836516191543533,,,False,False,,
85,30036.5873,2,29922102.66,0.1144507524951109,-0.4910223548421368,,,False,False,,
87,30036.63686,2,29922113.02,0.1742145055761136,-0.4085066051836062,,,False,False,,
89,30036.68692,2,29922113.73,0.2727553703589447,-0.3530872295688198,,,False,False,,
91,30036.73711,2,29922132.69,0.3266206362466736,-0.0723228925793233,,,False,False,,
93,30036.78767,2,29922142.66,0.1394116445846918,0.3622529303236811,,,False,False,,
95,30036.83754,2,29922152.63,0.2510098902918529,0.7038690510387928,,,False,False,,
97,30036.88785,2,29922163.05,0.2192748368115642,0.8373991845987738,,,False,False,,
99,30036.93851,2,29922163.84,0.2675142855148896,0.9067180672291963,,,False,False,,
101,30036.98799,2,29922182.71,0.3562822291192161,0.9940087878886522,,,False,False,,
103,30037.03849,2,29922192.69,0.311028867773394,0.9454369229546732,,,False,False,,
