fm_fp,ts_fp,LedState,ts,G0,G1,Unnamed: 6,Unnamed: 7,G0-pks,G1-pks,event,event_type
8449,30246.40486,2,29963847.16,-1.195560961841525,-1.5031503623457332,,,False,False,,
8451,30246.45537,2,29963857.13,-1.4136680037702527,-1.476651468026541,,,False,False,,
8453,30246.50511,2,29963867.11,-0.8364491237034664,-1.3946709132325643,,,False,False,,
8455,30246.55626,2,29963877.08,-0.3107414886851873,-1.3941289852045935,,,False,False,,
8457,30246.60557,2,29963887.05,0.6370088965679263,-0.8992453047369566,,,False,False,,
8459,30246.65587,2,29963897.02,0.5184493615108993,-0.5086247148986147,,,False,False,,
8461,30246.7062,2,29963907.0,0.8534007963916711,-0.1740033508691811,,,False,False,,
8463,30246.75608,2,29963916.97,1.5689192227572504,-0.0328779598296274,,,False,False,,
8465,30246.80718,2,29963926.94,1.7915074578593235,0.2120292684364087,,,False,False,,
8467,30246.85638,2,29963936.92,2.3132397198486347,0.2167474058541395,,,False,False,,
8469,30246.90696,2,29963946.89,2.698451551786507,0.4133044850447918,,,False,False,,
8471,30246.95677,2,29963956.86,2.7444335748998205,0.5688017666402889,,,False,False,,
8473,30247.00754,2,29963966.84,3.011694693663983,0.8824640256416387,,,False,False,,
8475,30247.05737,2,29963976.81,3.4760776496667343,1.0717805186406009,,,False,False,,
8477,30247.10719,2,29963986.78,3.3832595114671578,1.2771531504944864,,,False,False,,
8479,30247.15827,2,29963996.75,3.71356839248128,1.329331415686597,,,False,False,,
8481,30247.20769,2,29964006.73,3.636373438641611,1.2989000126952104,,,False,False,,
8483,30247.25798,2,29964016.7,3.5677127438240794,1.2418943072994382,,,False,False,,
8485,30247.30797,2,29964026.67,3.416933771651807,1.4152906407279684,,,False,False,,
8487,30247.35809,2,29964036.65,3.488295887572013,1.3614080325361402,,,False,False,,
8489,30247.40883,2,29964046.62,3.857189452906845,1.314298347913899,,,False,False,,
8491,30247.45847,2,29964056.59,4.241038864475476,1.5380511472164902,,,False,False,,
8493,30247.50916,2,29964066.57,4.267338917936987,1.3972008936864924,,,False,False,,
8495,30247.55876,2,29964076.54,4.127373769658223,1.168179966353791,,,False,False,,
8497,30247.60951,2,29964086.51,4.018265553284643,1.159678544658363,,,False,False,,
8499,30247.65906,2,29964096.48,3.982351483018727,1.1841202158438615,,,False,False,,
8501,30247.70945,2,29964106.46,4.188287815158589,1.3600356596603458,,,False,False,,
8503,30247.76006,2,29964116.43,4.300875542283767,1.3463409154258223,,,False,False,,
8505,30247.80978,2,29964126.4,4.3891948452814855,1.458862308310801,,,False,False,,
8507,30247.85994,2,29964136.38,3.9225089736935455,1.4508827405160147,,,False,False,,
8509,30247.91008,2,29964146.35,4.368127357084239,1.6028976108761972,,,False,False,,
8511,30247.96026,2,29964156.32,4.282480921888936,1.727248753385518,,,False,False,,
8513,30248.01029,2,29964166.3,4.6687764136825605,2.010786274237901,,,False,False,,
8515,30248.06127,2,29964176.27,4.915132231316413,2.3278570078294254,,,False,False,,
8517,30248.11131,2,29964186.24,4.897954366400416,2.371650207118158,,,False,True,,
8519,30248.16084,2,29964196.21,4.59061179583581,2.326600928276985,,,False,False,,
8521,30248.21144,2,29964206.19,4.725160347553527,2.1523531315163167,,,False,False,,
8523,30248.26237,2,29964216.16,4.8421399080198135,2.2037271767859608,,,False,False,,
8525,30248.31163,2,29964226.13,5.599522488933226,2.144296704776145,,,False,False,,
8527,30248.3618,2,29964236.11,5.853356080169791,2.1438568994676497,,,True,False,,
8529,30248.41185,2,29964246.08,5.268219129444281,1.9366204649032703,,,False,False,,
8531,30248.46234,2,29964256.05,5.245119877544274,1.8162743834364756,,,False,False,,
8533,30248.51226,2,29964266.03,4.904307335738721,1.7747112175891684,,,False,False,,
8535,30248.56229,2,29964276.0,5.071630462294614,1.6718058291859623,,,False,False,,
8537,30248.61313,2,29964285.97,5.1851905883057015,1.7034827978235378,,,False,False,,
8539,30248.66273,2,29964295.94,5.292885328183998,1.6639986423128648,,,False,False,,
8541,30248.71342,2,29964305.92,5.020429924022726,1.62520890887371,,,False,False,,
8543,30248.76302,2,29964315.89,4.742053564683356,1.5176004775277032,,,False,False,,
8545,30248.81356,2,29964325.86,4.82122624045512,1.480372361492206,,,False,False,,
8547,30248.86321,2,29964335.84,4.657965118060109,1.372918169836265,,,False,False,,
8549,30248.91418,2,29964345.81,4.607789510771799,1.2907035950187606,,,False,False,,
8551,30248.96364,2,29964355.78,4.358601856642406,1.1857188182248537,,,False,False,,
8553,30249.0138,2,29964365.76,4.182691837294522,1.1064639032096772,,,False,False,,
8555,30249.0646,2,29964375.73,4.187252522112106,1.0124011134150794,,,False,False,,
8557,30249.11447,2,29964385.7,4.205128557553326,0.979916539115824,,,False,False,,
8559,30249.16429,2,29964395.67,4.352797616954745,0.9737337561493236,,,False,False,,
8561,30249.2148,2,29964405.65,4.14194445725956,0.8372220502691877,,,False,False,,
8563,30249.26514,2,29964415.62,4.079120383315563,0.739513930502268,,,False,False,,
8565,30249.31521,2,29964425.59,4.0110142649787495,0.6348012870814013,,,False,False,,
8567,30249.36506,2,29964435.57,3.9903888319511465,0.5802999999618453,,,False,False,,
8569,30249.41532,2,29964445.54,3.882363641909637,0.5265476371761979,,,False,False,,
8571,30249.46522,2,29964455.51,3.722993915847394,0.5164470822003606,,,False,False,,
8573,30249.51555,2,29964465.49,3.693583921257564,0.5899820577721836,,,False,False,,
8575,30249.56626,2,29964475.46,3.5671835330425017,0.6510152729641654,,,False,False,,
8577,30249.61637,2,29964485.43,3.601015957596368,0.686840652856578,,,False,False,,
8579,30249.66591,2,29964495.4,3.4447316874894787,0.6446819788573758,,,False,False,,
8581,30249.71617,2,29964505.38,3.4931027622411834,0.5638786263052198,,,False,False,,
8583,30249.76646,2,29964515.35,3.5098109649207383,0.5328870619605752,,,False,False,,
8585,30249.81681,2,29964525.32,3.436534239472238,0.5999576280659691,,,False,False,,
8587,30249.86665,2,29964535.3,3.269352682295003,0.5966795917777095,,,False,False,,
8589,30249.91749,2,29964545.27,3.2678247443843973,0.6229082665020904,,,False,False,,
8591,30249.96703,2,29964555.24,3.2777778402648594,0.6204790639344411,,,False,False,,
8593,30250.01774,2,29964565.22,3.207364295155103,0.554946340414229,,,False,False,,
8595,30250.06739,2,29964575.19,3.0663414530916557,0.4972850958270969,,,False,False,,
8597,30250.11821,2,29964585.16,3.029536425372025,0.4582220978457235,,,False,False,,
8599,30250.16764,2,29964595.13,2.8675811597657828,0.3406575500314925,,,False,False,,
8601,30250.21782,2,29964605.11,2.884650460038939,0.3544569173225222,,,False,False,,
8603,30250.2688,2,29964615.08,2.7560814355777974,0.2700442391462866,,,False,False,,
8605,30250.31859,2,29964625.05,2.6564510024885,0.2714688693174124,,,False,False,,
8607,30250.3684,2,29964635.03,2.6914784408839827,0.2423653193229803,,,False,False,,
8609,30250.41901,2,29964645.0,2.660677941483504,0.2610081726355509,,,False,False,,
8611,30250.46903,2,29964654.97,2.5919320402991435,0.2393130050036807,,,False,False,,
8613,30250.51941,2,29964664.95,2.560186277372257,0.2085070865892042,,,False,False,,
8615,30250.56933,2,29964674.92,2.417884548855909,0.1482125791051541,,,False,False,,
8617,30250.61916,2,29964684.89,2.329790589294504,0.0748942163258806,,,False,False,,
8619,30250.67002,2,29964694.86,2.369237629374628,0.0174095224598957,,,False,False,,
8621,30250.71959,2,29964704.84,2.300936420156352,-0.0395803615286321,,,False,False,,
8623,30250.76986,2,29964714.81,2.28751007767016,-0.0343791893166113,,,False,False,,
8625,30250.82048,2,29964724.78,2.2076166186951847,-0.0775009485758348,,,False,False,,
8627,30250.87008,2,29964734.76,2.1229417750369075,-0.0605925183650864,,,False,False,,
8629,30250.92023,2,29964744.73,2.2110092359922247,-0.0605528859057979,,,False,False,,
8631,30250.97105,2,29964754.7,2.1625283504700006,-0.1044646855769504,,,False,False,,
8633,30251.02076,2,29964764.68,2.0476914867774445,-0.0814280214072965,,,False,False,,
8635,30251.07105,2,29964774.65,2.0958119334466314,-0.0481321478726746,,,False,False,,
8637,30251.12101,2,29964784.62,2.0774370765671475,-0.0173556950436777,,,False,False,,
8639,30251.1712,2,29964794.59,2.011331823958684,-0.0356966422436483,,,False,False,,
8641,30251.22135,2,29964804.57,2.0858330218951435,0.0093790791346028,,,False,False,,
8643,30251.27156,2,29964814.54,1.9990173549376915,0.0026138023184598,,,False,False,,
8645,30251.32165,2,29964824.51,2.0706275662613045,0.2360284868929219,,,False,False,,
8647,30251.37256,2,29964834.49,1.9563744021284315,0.3201483186878135,,,False,False,,
8649,30251.4225,2,29964844.46,1.8346435440664104,0.3838722252013504,,,False,False,,
8651,30251.4751,2,29964854.43,1.9075602241935872,0.4325748476475893,,,False,False,,
8653,30251.52305,2,29964864.41,1.9401406894146649,0.5492699868355991,,,False,False,,
8655,30251.57312,2,29964874.38,1.8230517887878013,0.7203845440893891,,,False,False,,
8657,30251.62317,2,29964884.35,1.881679885128584,0.924192473252656,,,False,False,,
8659,30251.67305,2,29964894.32,1.8007572930828786,1.1185718368908548,,,False,False,,
8661,30251.72334,2,29964904.3,1.8886852896890651,1.2509235827735927,,,False,False,,
8663,30251.77358,2,29964914.27,1.8351447927636555,1.325746198902659,,,False,False,,
8665,30251.82353,2,29964924.24,1.8305023973365409,1.2758372100373587,,,False,False,,
8667,30251.87443,2,29964934.22,1.7702065798757816,1.3148659067393476,,,False,False,,
8669,30251.92408,2,29964944.19,1.722225602293899,1.2414922259148904,,,False,False,,
8671,30251.97391,2,29964954.16,1.6992359314904983,1.305932935964195,,,False,False,,
8673,30252.02446,2,29964964.14,1.756918614680851,1.2359591889283483,,,False,False,,
8675,30252.07475,2,29964974.11,1.82004972946108,1.2182622521940991,,,False,False,,
8677,30252.12485,2,29964984.08,1.5668849711810426,1.197133429781181,,,False,False,,
8679,30252.17472,2,29964994.05,1.6104457787950146,1.1008169817174742,,,False,False,,
8681,30252.22502,2,29965004.03,1.4396491468424597,1.141879113158706,,,False,False,,
8683,30252.27491,2,29965014.0,1.4691436731556011,1.098461274179852,,,False,False,,
8685,30252.32527,2,29965023.97,1.4778445917909615,1.1183965409488497,,,False,False,,
8687,30252.37592,2,29965033.95,1.4335607478867138,1.0100275652048258,,,False,False,,
8689,30252.42574,2,29965043.92,1.4948847525355202,1.1162404485425002,,,False,False,,
8691,30252.47562,2,29965053.89,1.5910685464485144,1.049798123165981,,,False,False,,
8693,30252.52577,2,29965063.87,1.497135647279422,1.089330284030927,,,False,False,,
8695,30252.57655,2,29965073.84,1.5170673065043452,1.0774935015349167,,,False,False,,
8697,30252.62639,2,29965083.81,1.4128766233832386,1.023334929361834,,,False,False,,
8699,30252.67629,2,29965093.78,1.3794898123908272,0.9437688411940656,,,False,False,,
8701,30252.72672,2,29965103.76,1.5738592564882354,0.8848438015838914,,,False,False,,
8703,30252.77663,2,29965113.73,1.3582505672962046,0.8156685455518262,,,False,False,,
8705,30252.82685,2,29965123.7,1.4259680422282706,0.9382096365473982,,,False,False,,
8707,30252.87798,2,29965133.68,1.4021717692383673,1.18173280404008,,,False,False,,
8709,30252.92763,2,29965143.65,1.2859441870187516,1.3038879877866194,,,False,False,,
8711,30252.97733,2,29965153.62,1.2694311757139494,1.426002295436943,,,False,False,,
8713,30253.02752,2,29965163.6,1.282829619246317,1.3792746240972835,,,False,False,,
8715,30253.07781,2,29965173.57,1.2339863469876164,1.4056963768217758,,,False,False,,
8717,30253.12806,2,29965183.54,1.2177790263957162,1.2808303785229629,,,False,False,,
8719,30253.17806,2,29965193.51,1.2292037536725435,1.2033021549426113,,,False,False,,
8721,30253.22817,2,29965203.49,1.1413863326120073,1.1811693777404717,,,False,False,,
8723,30253.27844,2,29965213.46,1.2109940101199903,1.1975995264970951,,,False,False,,
8725,30253.32856,2,29965223.43,1.0417259252577993,1.119122424654435,,,False,False,,
8727,30253.37868,2,29965233.41,1.1329888605323517,1.0491205818592615,,,False,False,,
8729,30253.42947,2,29965243.38,1.0365259169084935,1.0492357422683118,,,False,False,,
8731,30253.47936,2,29965253.35,1.0474224571848072,0.9128482028376182,,,False,False,,
8733,30253.52961,2,29965263.33,1.0657131538015294,0.8879824269458526,,,False,False,,
8735,30253.57956,2,29965273.3,0.9822600188028232,0.7636881231746855,,,False,False,,
8737,30253.62954,2,29965283.27,0.9484834906153268,0.8383233978273337,,,False,False,,
8739,30253.68052,2,29965293.24,0.8584699315426317,0.8747724579005173,,,False,False,,
8741,30253.73043,2,29965303.22,0.8182996866444342,0.93103185480685,,,False,False,,
8743,30253.7802,2,29965313.19,0.8393703280864038,0.9252680959994422,,,False,False,,
8745,30253.83068,2,29965323.16,0.8622199620613983,0.9528741128586252,,,False,False,,
8747,30253.8805,2,29965333.14,1.0142510939871474,0.8757994189394078,,,False,False,,
8749,30253.9316,2,29965343.11,1.014305535496274,0.8963010042222679,,,False,False,,
8751,30253.98092,2,29965353.08,1.0242287036162858,0.8256087624092926,,,False,False,,
8753,30254.03123,2,29965363.06,1.0242554467158214,0.8989727139958873,,,False,False,,
8755,30254.08168,2,29965373.03,0.9019673205760586,0.9102137036751686,,,False,False,,
8757,30254.13135,2,29965383.0,0.9391888059604492,0.923393056031682,,,False,False,,
8759,30254.18223,2,29965392.97,0.75877293344725,0.9437220430656168,,,False,False,,
8761,30254.23204,2,29965402.95,0.7679174773347779,0.9135127988209272,,,False,False,,
8763,30254.28241,2,29965412.92,0.7083154995376637,0.8447949947716471,,,False,False,,
8765,30254.33213,2,29965422.89,0.6602501269911639,0.7991015080269837,,,False,False,,
8767,30254.38216,2,29965432.87,0.7330818925675395,0.7498172284580168,,,False,False,,
8769,30254.43238,2,29965442.84,0.8788581497056306,0.8047869104523068,,,False,False,,
8771,30254.48252,2,29965452.81,0.8595366970104849,0.8375765796632269,,,False,False,,
8773,30254.53276,2,29965462.79,1.0486788202975,0.9747473364105242,,,False,False,,
8775,30254.58354,2,29965472.76,1.097270012870155,0.907649912213776,,,False,False,,
8777,30254.63319,2,29965482.73,1.110111725054778,1.033653492338372,,,False,False,,
8779,30254.68394,2,29965492.7,1.0940427149205536,0.982412493345093,,,False,False,,
8781,30254.7335,2,29965502.68,1.0490627140433222,0.9405318303218744,,,False,False,,
8783,30254.7839,2,29965512.65,0.895444555025317,1.0301467393868484,,,False,False,,
8785,30254.83404,2,29965522.62,0.9159310853133033,0.9100188141724908,,,False,False,,
8787,30254.88402,2,29965532.6,0.6952063409844763,0.9169104191710152,,,False,False,,
8789,30254.93512,2,29965542.57,0.7441307826875714,0.9315599690204428,,,False,False,,
8791,30254.98468,2,29965552.54,0.7883017606675852,0.9109421906331358,,,False,False,,
8793,30255.03484,2,29965562.52,0.8664984557914975,0.7861883800723387,,,False,False,,
8795,30255.086,2,29965572.49,0.8209902492497376,0.7697060409716969,,,False,False,,
8797,30255.13521,2,29965582.46,0.8892628461027304,0.7391102843564534,,,False,False,,
8799,30255.18501,2,29965592.43,0.8486747401543887,0.6432729987033361,,,False,False,,
8801,30255.23514,2,29965602.41,0.8749153033797463,0.5903837984545983,,,False,False,,
8803,30255.28612,2,29965612.38,0.7637181482998849,0.5490521128906581,,,False,False,,
8805,30255.33555,2,29965622.35,0.6522707746668902,0.5931944800987367,,,False,False,,
8807,30255.38573,2,29965632.33,0.7540962551862056,0.5243805936968547,,,False,False,,
8809,30255.43571,2,29965642.3,0.6792320965789997,0.5139491335236152,,,False,False,,
8811,30255.486,2,29965652.27,0.7229024501769625,0.5223247998892331,,,False,False,,
8813,30255.53608,2,29965662.25,0.6634389402217322,0.540732606742193,,,False,False,,
8815,30255.58648,2,29965672.22,0.554910304571971,0.597303977642194,,,False,False,,
8817,30255.6366,2,29965682.19,0.6019163453787884,0.5758232707122104,,,False,False,,
8819,30255.68732,2,29965692.16,0.5275248106475686,0.6156528683832313,,,False,False,,
8821,30255.73718,2,29965702.14,0.4454048521545404,0.6627683563554414,,,False,False,,
8823,30255.787,2,29965712.11,0.4054282639602942,0.68682321674207,,,False,False,,
8825,30255.83757,2,29965722.08,0.3357624496790301,0.7144278919936095,,,False,False,,
8827,30255.88765,2,29965732.06,0.3209435860463136,0.7285275285461914,,,False,False,,
8829,30255.93751,2,29965742.03,0.3919121204694892,0.7934785452070732,,,False,False,,
8831,30255.98769,2,29965752.0,0.3977756552824921,0.7547294098669801,,,False,False,,
8833,30256.03776,2,29965761.98,0.4984891841891293,0.7958298273877176,,,False,False,,
8835,30256.0891,2,29965771.95,0.4140340881199156,0.7277917514486528,,,False,False,,
8837,30256.13811,2,29965781.92,0.445333707150596,0.7607211017592065,,,False,False,,
8839,30256.18843,2,29965791.89,0.5854378766053816,0.6762090958645347,,,False,False,,
8841,30256.23857,2,29965801.87,0.6347233163305193,0.7614242158437299,,,False,False,,
8843,30256.28951,2,29965811.84,0.6667731837508653,0.6964411480509333,,,False,False,,
8845,30256.33898,2,29965821.81,0.825169183832454,0.7246628604617128,,,False,False,,
8847,30256.38907,2,29965831.79,0.7572544833170461,0.717903209589831,,,False,False,,
8849,30256.43917,2,29965841.76,0.805928034604534,0.73396805790836,,,False,False,,
8851,30256.48959,2,29965851.73,0.96818803232437,0.6469183436889657,,,False,False,,
8853,30256.53969,2,29965861.71,0.9676852973949612,0.6325867043584885,,,False,False,,
8855,30256.58976,2,29965871.68,1.1315575589677034,0.581280871933484,,,False,False,,
8857,30256.64079,2,29965881.65,1.1956317144508877,0.5757422050339184,,,False,False,,
8859,30256.69033,2,29965891.62,1.0410677325326232,0.5843030917018742,,,False,False,,
8861,30256.74058,2,29965901.6,1.2861124270544138,0.6908535546011152,,,False,False,,
8863,30256.79043,2,29965911.57,1.2585337342706415,0.5581816893446737,,,False,False,,
8865,30256.84105,2,29965921.54,1.2811041215251204,0.59701183985804,,,False,False,,
8867,30256.89074,2,29965931.52,1.1432746712303836,0.5192905159772133,,,False,False,,
8869,30256.941,2,29965941.49,1.181162220645245,0.4653515291726477,,,False,False,,
8871,30256.99177,2,29965951.46,1.1978113434894446,0.4342143895979715,,,False,False,,
8873,30257.0417,2,29965961.44,1.3521759842515628,0.4252345439329805,,,False,False,,
8875,30257.09156,2,29965971.41,1.3366062568679058,0.3665698312642008,,,False,False,,
8877,30257.14154,2,29965981.38,1.313503000950831,0.3827250277354192,,,False,False,,
8879,30257.19228,2,29965991.35,1.3029645143540485,0.2632901272567937,,,False,False,,
8881,30257.24238,2,29966001.33,1.305185960088974,0.1994094438571541,,,False,False,,
8883,30257.29234,2,29966011.3,1.3193609150527448,0.22684518487492,,,False,False,,
8885,30257.34281,2,29966021.27,1.239075082714744,0.3074338214693186,,,False,False,,
8887,30257.39246,2,29966031.25,1.1363556855975676,0.3745946424074152,,,False,False,,
8889,30257.44275,2,29966041.22,1.1143918646713689,0.3666767054472638,,,False,False,,
8891,30257.49356,2,29966051.19,1.0563172313769873,0.3811429946503247,,,False,False,,
8893,30257.54341,2,29966061.17,1.0821674923772513,0.4123237059506561,,,False,False,,
8895,30257.59327,2,29966071.14,1.150494539181772,0.4172887048027112,,,False,False,,
8897,30257.64339,2,29966081.11,1.1906335319293824,0.3972774693199163,,,False,False,,
8899,30257.69385,2,29966091.08,1.1965518672778914,0.3944617714247431,,,False,False,,
8901,30257.74403,2,29966101.06,1.2646286522797865,0.4758945143054268,,,False,False,,
8903,30257.79387,2,29966111.03,1.263513827611345,0.4436129158300094,,,False,False,,
8905,30257.84466,2,29966121.0,1.3039584959826058,0.4662818234899459,,,False,False,,
8907,30257.8943,2,29966130.98,1.4160405756696004,0.3523073833615235,,,False,False,,
8909,30257.94467,2,29966140.95,1.4815876699526915,0.3987949756335134,,,False,False,,
8911,30257.99537,2,29966150.92,1.4027748013337644,0.3750247806662553,,,False,False,,
8913,30258.04517,2,29966160.9,1.353290048706295,0.4772844970230408,,,False,False,,
8915,30258.09507,2,29966170.87,1.2786193160822683,0.4328368415486244,,,False,False,,
8917,30258.14513,2,29966180.84,1.3575372687107217,0.4752342364075957,,,False,False,,
8919,30258.1958,2,29966190.81,1.3270111786475531,0.420300270481617,,,False,False,,
8921,30258.24596,2,29966200.79,1.451074554649305,0.5264865501854228,,,False,False,,
8923,30258.29567,2,29966210.76,1.4984130836050484,0.5184454543540239,,,False,False,,
8925,30258.34638,2,29966220.73,1.4768660358971728,0.4829540416865054,,,False,False,,
8927,30258.3961,2,29966230.71,1.4173454032555035,0.4383654705122895,,,False,False,,
8929,30258.44618,2,29966240.68,1.4924829147047547,0.4238011075046458,,,False,False,,
8931,30258.49734,2,29966250.65,1.351122371233448,0.3714272407460527,,,False,False,,
8933,30258.54691,2,29966260.63,1.4479427959178588,0.4320140914843365,,,False,False,,
8935,30258.59671,2,29966270.6,1.3419703321428849,0.38272241401362,,,False,False,,
8937,30258.64678,2,29966280.57,1.6908433085296404,0.4915413506373627,,,False,False,,
8939,30258.69724,2,29966290.54,1.236105684393734,0.4291077894124802,,,False,False,,
8941,30258.74707,2,29966300.52,1.2137523077088352,0.4063766894625072,,,False,False,,
8943,30258.7973,2,29966310.49,1.2059376123108323,0.3966148068697693,,,False,False,,
8945,30258.84827,2,29966320.46,1.0917365174765523,0.3056958708146663,,,False,False,,
8947,30258.89757,2,29966330.44,0.957714680246518,0.2694051643705761,,,False,False,,
8949,30258.94817,2,29966340.41,0.9173474316570124,0.2477043253617294,,,False,False,,
8951,30258.99798,2,29966350.38,0.8749785999497061,0.2522327238545362,,,False,False,,
8953,30259.04882,2,29966360.36,0.9849477464125292,0.1774197323882603,,,False,False,,
8955,30259.09891,2,29966370.33,0.9747700264880352,0.168592837616772,,,False,False,,
8957,30259.1484,2,29966380.3,1.008375369711644,0.0887000959325448,,,False,False,,
8959,30259.19898,2,29966390.27,1.0600503143126845,0.0447964608094352,,,False,False,,
8961,30259.24888,2,29966400.25,0.9639460518034022,-0.0362629265400669,,,False,False,,
8963,30259.29906,2,29966410.22,0.9612461829064888,-0.0212213678029629,,,False,False,,
8965,30259.35008,2,29966420.19,0.7143606180400334,-0.0271022901119286,,,False,False,,
8967,30259.3993,2,29966430.17,0.7350952979615301,-0.0528707700835773,,,False,False,,
8969,30259.44996,2,29966440.14,0.647747513041343,-0.0460548127912659,,,False,False,,
8971,30259.4997,2,29966450.11,0.7057048592686318,-0.0190018359523577,,,False,False,,
8973,30259.54976,2,29966460.09,0.5808841274285946,0.123708342896444,,,False,False,,
8975,30259.60042,2,29966470.06,0.6401200572968097,0.2026975625464252,,,False,False,,
8977,30259.65096,2,29966480.03,0.7010238443367908,0.3173626729670207,,,False,False,,
8979,30259.70093,2,29966490.0,0.7578133488463458,0.3646707609138933,,,False,False,,
8981,30259.75045,2,29966499.98,0.8370922120995962,0.5291612192003871,,,False,False,,
8983,30259.80063,2,29966509.95,0.9277407074981534,0.4862059660258033,,,False,False,,
8985,30259.85212,2,29966519.92,0.7751766375956992,0.468544696037117,,,False,False,,
8987,30259.90129,2,29966529.9,0.6850491323226731,0.4106907225937666,,,False,False,,
8989,30259.95214,2,29966539.87,0.6001195989134934,0.3631913041703432,,,False,False,,
8991,30260.00127,2,29966549.84,0.4576467610941819,0.3725218245506922,,,False,False,,
8993,30260.05208,2,29966559.82,0.5654748626134255,0.2541517458205988,,,False,False,,
8995,30260.10202,2,29966569.79,0.7054385288375663,0.2046276175118913,,,False,False,,
8997,30260.15273,2,29966579.76,0.6809160165562176,0.1005115056458298,,,False,False,,
8999,30260.20204,2,29966589.73,0.6169748550322094,0.1158839471521114,,,False,False,,
9001,30260.25253,2,29966599.71,0.530099471233207,0.0676761467251137,,,False,False,,
9003,30260.3028,2,29966609.68,0.508773864298309,0.1091051571234853,,,False,False,,
9005,30260.35259,2,29966619.65,0.3993811397825912,0.2030606317953564,,,False,False,,
9007,30260.40353,2,29966629.63,0.2039789652417546,0.2601871614624718,,,False,False,,
9009,30260.45327,2,29966639.6,0.2185694594557043,0.3185030273920847,,,False,False,,
9011,30260.50367,2,29966649.57,0.1615498812245377,0.3158534511953417,,,False,False,,
9013,30260.55328,2,29966659.55,0.0526577319013171,0.2945646504799995,,,False,False,,
9015,30260.60394,2,29966669.52,0.1563713415202181,0.3113576612251806,,,False,False,,
9017,30260.65371,2,29966679.49,0.1400215733425663,0.3324631745868083,,,False,False,,
9019,30260.70374,2,29966689.46,0.1881652323413297,0.4798618437124113,,,False,False,,
9021,30260.75391,2,29966699.44,0.2857076560844394,0.5750018947736151,,,False,False,,
9023,30260.8042,2,29966709.41,0.3024383545457674,0.7125316936621338,,,False,False,,
9025,30260.85425,2,29966719.38,0.3645926135133727,0.7170905889787731,,,False,False,,
9027,30260.90525,2,29966729.36,0.419852793065055,0.8063518585167715,,,False,False,,
9029,30260.95494,2,29966739.33,0.443533325621551,0.8002383542167384,,,False,False,,
9031,30261.00477,2,29966749.3,0.4286290143005887,0.8181750306677752,,,False,False,,
9033,30261.05556,2,29966759.28,0.4914223694450254,0.7648280577184282,,,False,False,,
9035,30261.10573,2,29966769.25,0.471208348724122,0.7432574624242686,,,False,False,,
9037,30261.15603,2,29966779.22,0.4935822536598223,0.740012741661953,,,False,False,,
9039,30261.20572,2,29966789.19,0.4221071701213344,0.663033078243717,,,False,False,,
9041,30261.25622,2,29966799.17,0.4689996257513013,0.5364775527022196,,,False,False,,
9043,30261.30605,2,29966809.14,0.6154399490256195,0.4659256473973263,,,False,False,,
9045,30261.35616,2,29966819.11,0.6324761848606323,0.385277972494041,,,False,False,,
9047,30261.40742,2,29966829.09,0.6705285278135769,0.4537888969121987,,,False,False,,
9049,30261.457,2,29966839.06,0.6928190901451383,0.5115774827602662,,,False,False,,
9051,30261.50683,2,29966849.03,0.678720727989325,0.5287466834169406,,,False,False,,
9053,30261.55711,2,29966859.01,0.8020321215456226,0.5158962092374548,,,False,False,,
9055,30261.6075,2,29966868.98,0.7869885068922086,0.4766984354130555,,,False,False,,
9057,30261.6576,2,29966878.95,0.85089380337647,0.4673886834030927,,,False,False,,
9059,30261.70734,2,29966888.92,0.8464971345408401,0.4367977248105408,,,False,False,,
9061,30261.75773,2,29966898.9,0.697407089900519,0.4975231912221525,,,False,False,,
9063,30261.80754,2,29966908.87,0.6213171094278217,0.5632374952175654,,,False,False,,
9065,30261.85774,2,29966918.84,0.8022833392629433,0.5858856511989577,,,False,False,,
9067,30261.90868,2,29966928.82,0.7556878951070037,0.5852688315988873,,,False,False,,
9069,30261.95844,2,29966938.79,0.8258476810739349,0.6258206780671317,,,False,False,,
9071,30262.00827,2,29966948.76,0.9408194994671172,0.7643438425471547,,,False,False,,
9073,30262.05839,2,29966958.74,0.852636829118864,0.8729153570004179,,,False,False,,
9075,30262.10867,2,29966968.71,0.8519370884847736,0.9851229708006872,,,False,False,,
9077,30262.16014,2,29966978.68,0.7115202257189425,0.9985103679288332,,,False,False,,
9079,30262.20902,2,29966988.65,0.6877477234277474,1.0037674370400678,,,False,False,,
9081,30262.25915,2,29966998.63,0.6901893216406148,1.083340579816466,,,False,False,,
9083,30262.30925,2,29967008.6,0.630694972784228,1.0347591907473508,,,False,False,,
9085,30262.35954,2,29967018.57,0.6337480594077715,1.0058293008448196,,,False,False,,
9087,30262.40973,2,29967028.55,0.7120529671820731,0.8881931214891429,,,False,False,,
9089,30262.4604,2,29967038.52,0.7611411235504082,0.7782059522864035,,,False,False,,
9091,30262.51025,2,29967048.49,0.8764458870020858,0.6848832340728263,,,False,False,,
9093,30262.56041,2,29967058.47,0.8429435506307322,0.6590445302268529,,,False,False,,
9095,30262.61039,2,29967068.44,0.8480260174927574,0.7097871034766717,,,False,False,,
9097,30262.66083,2,29967078.41,0.8845766840480486,0.6861818251380424,,,False,False,,
9099,30262.71154,2,29967088.38,0.7859413924792036,0.7603753662325942,,,False,False,,
9101,30262.76088,2,29967098.36,0.657172056749442,0.728263017256234,,,False,False,,
