FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0
19043,7937.558304,2,67976066.1504,0.0164483405555279
19044,7937.574976,1,67976082.7904,0.0230338197937939
19045,7937.591648,2,67976099.4944,0.0165213926383424
19046,7937.60832,1,67976116.032,0.0229972937523866
19047,7937.624992,2,67976132.928,0.0165371652471319
19048,7937.641664,1,67976149.4656,0.0228528498613671
19049,7937.658304,2,67976166.0416,0.0164832063223257
19050,7937.674976,1,67976182.7072,0.0229898225166443
19051,7937.691648,2,67976199.424,0.016539655659046
19052,7937.70832,1,67976216.2432,0.023016386910395
19053,7937.724992,2,67976232.8448,0.0164906775580681
19054,7937.741632,1,67976249.408,0.0229416745529711
19055,7937.758304,2,67976266.0736,0.0164790556358022
19056,7937.774976,1,67976282.9056,0.0228179840945692
19057,7937.791648,2,67976299.456,0.0164500008301373
19058,7937.808288,1,67976316.1856,0.0228893759027743
19059,7937.82496,2,67976332.7616,0.0164732446746692
19060,7937.841632,1,67976349.5808,0.0230064252627385
19061,7937.858304,2,67976366.0672,0.0165695406020156
19062,7937.874976,1,67976382.8736,0.0230346499310986
19063,7937.891648,2,67976399.552,0.0165446364828743
19064,7937.908288,1,67976416.1536,0.0229923129285584
19065,7937.92496,2,67976432.7808,0.0165305241486942
19066,7937.941632,1,67976449.5616,0.023010575949262
19067,7937.958304,2,67976466.2272,0.0165803323869768
19068,7937.974976,1,67976482.9056,0.0229723896332453
19069,7937.991648,2,67976499.5584,0.0165097707160764
19070,7938.008288,1,67976516.1728,0.0229873321047301
19071,7938.02496,2,67976532.8384,0.0165670501901014
19072,7938.041632,1,67976550.016,0.0230811376201624
19073,7938.058304,2,67976566.3488,0.0165039597549435
19074,7938.074976,1,67976582.8352,0.0229649183975029
19075,7938.091616,2,67976599.5008,0.0165139214026
19076,7938.108288,1,67976616.0512,0.023079477345553
19077,7938.12496,2,67976633.0496,0.016533844697913
19078,7938.141632,1,67976649.472,0.0230205375969185
19079,7938.158304,2,67976666.6496,0.0164906775580681
19080,7938.174944,1,67976682.7904,0.0229840115555113
19081,7938.191616,2,67976699.6224,0.0165936145838522
19082,7938.208288,1,67976716.224,0.0231342664076638
19083,7938.22496,2,67976732.8896,0.0165263734621706
19084,7938.241632,1,67976749.6576,0.023022197871528
19085,7938.258272,2,67976766.1312,0.0165089405787717
19086,7938.274944,1,67976783.3472,0.0229259019441816
19087,7938.291616,2,67976799.4752,0.016519732363733
19088,7938.308288,1,67976816.2048,0.0230927595424283
19089,7938.32496,2,67976832.9216,0.0165089405787717
