FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0,G0-pks
450,4516.26928,1,64554265.11,0.034415002,
452,4516.302592,1,64554298.48,0.03403978,
454,4516.335936,1,64554331.79,0.034470621,
456,4516.369248,1,64554364.98,0.034072986,
458,4516.402592,1,64554398.31,0.034695589,
460,4516.435936,1,64554431.65,0.035013531,
462,4516.469248,1,64554464.97,0.034444887,
464,4516.502592,1,64554498.3,0.03500855,
466,4516.535936,1,64554531.76,0.035012701,
468,4516.569248,1,64554565.12,0.035015192,
470,4516.602592,1,64554598.45,0.035353888,
472,4516.635904,1,64554631.9,0.035088244,
474,4516.669248,1,64554665.2,0.03567183,
476,4516.702592,1,64554698.52,0.035105676,
478,4516.735904,1,64554731.76,0.03518952,
480,4516.769248,1,64554765.09,0.035344756,
482,4516.802592,1,64554798.53,0.035649416,
484,4516.835904,1,64554831.65,0.035934984,
486,4516.869248,1,64554865.01,0.035599608,
488,4516.90256,1,64554898.42,0.035873553,
490,4516.935904,1,64554931.75,0.035816274,
492,4516.969248,1,64554965.22,0.036081088,
494,4517.002592,1,64554998.55,0.036205608,
496,4517.035936,1,64555031.92,0.03603626,
498,4517.069248,1,64555065.24,0.036237154,
500,4517.102592,1,64555098.46,0.036111803,
502,4517.135936,1,64555131.84,0.035936644,
504,4517.169248,1,64555165.26,0.036471252,
506,4517.202592,1,64555198.63,0.035660208,
508,4517.235936,1,64555231.96,0.035336455,
510,4517.269248,1,64555265.23,0.035701715,
512,4517.302592,1,64555298.43,0.035382112,
514,4517.335904,1,64555331.81,0.035690923,
516,4517.369248,1,64555365.12,0.035113148,
518,4517.402592,1,64555398.44,0.035802992,
520,4517.435904,1,64555431.8,0.035927512,
522,4517.469248,1,64555465.11,0.035092394,
524,4517.502592,1,64555498.53,0.035513274,
526,4517.535904,1,64555531.96,0.034992778,
528,4517.569248,1,64555565.27,0.035452674,
530,4517.602592,1,64555598.44,0.035212764,
532,4517.635904,1,64555631.96,0.034880709,
534,4517.669248,1,64555665.23,0.035649416,
536,4517.70256,1,64555698.56,0.035593797,
538,4517.735904,1,64555731.93,0.03512975,
540,4517.769248,1,64555765.08,0.03488403,
542,4517.80256,1,64555798.55,0.034317046,
544,4517.835904,1,64555831.94,0.034488054,
546,4517.869248,1,64555865.25,0.034046421,
548,4517.90256,1,64555898.62,0.034247315,
550,4517.935904,1,64555931.81,0.034537032,
552,4517.969216,1,64555965.27,0.034410021,
554,4518.00256,1,64555998.52,0.035357208,
556,4518.035904,1,64556031.92,0.035040926,
558,4518.069216,1,64556065.18,0.035118129,
560,4518.10256,1,64556098.59,0.035276685,
562,4518.135904,1,64556131.98,0.034721323,
564,4518.169216,1,64556165.3,0.034849994,
566,4518.20256,1,64556198.62,0.03433863,
568,4518.235872,1,64556231.96,0.034009895,
570,4518.269216,1,64556265.24,0.033563281,
572,4518.30256,1,64556298.74,0.032934867,
574,4518.335872,1,64556331.96,0.032992977,
576,4518.369216,1,64556365.29,0.033369029,
578,4518.402528,1,64556398.52,0.033626372,
580,4518.435872,1,64556431.92,0.034216599,
582,4518.469216,1,64556465.25,0.034312065,
584,4518.502528,1,64556498.53,0.034528731,
586,4518.535872,1,64556531.88,0.035253441,
588,4518.569216,1,64556565.35,0.035439392,
590,4518.602528,1,64556598.67,0.036234663,
592,4518.635872,1,64556632.05,0.036584981,
594,4518.669184,1,64556665.34,0.036602414,
596,4518.702528,1,64556698.66,0.035834537,
598,4518.735872,1,64556731.98,0.03561123,
600,4518.769184,1,64556765.3,0.035278345,
602,4518.802528,1,64556798.72,0.035654397,
604,4518.835872,1,64556832.03,0.035797181,
606,4518.869184,1,64556865.24,0.035499162,
608,4518.902528,1,64556898.59,0.035299098,
610,4518.935872,1,64556931.96,0.034754528,
612,4518.969184,1,64556965.27,0.034895652,
614,4519.002528,1,64556998.67,0.035647756,
616,4519.03584,1,64557032.08,0.035364679,
618,4519.069184,1,64557065.4,0.035512444,
620,4519.102528,1,64557098.74,0.035708356,
622,4519.13584,1,64557132.13,0.035485879,
624,4519.169184,1,64557165.39,0.034759509,
626,4519.202528,1,64557198.72,0.034459,
628,4519.23584,1,64557232.18,0.033851339,
630,4519.269184,1,64557265.45,0.034258106,
632,4519.302496,1,64557298.75,0.034012386,
634,4519.33584,1,64557331.9,0.034260597,
636,4519.369184,1,64557365.4,0.033713536,
638,4519.402496,1,64557398.69,0.03415932,
640,4519.43584,1,64557432.01,0.034440736,
642,4519.469184,1,64557465.37,0.034109512,
644,4519.502496,1,64557498.8,0.03464246,
646,4519.53584,1,64557532.11,0.035216085,
648,4519.569152,1,64557565.59,0.034475602,
650,4519.602496,1,64557598.75,0.035524066,
652,4519.63584,1,64557632.03,0.034904783,
654,4519.669152,1,64557665.43,0.035111487,
656,4519.702496,1,64557698.82,0.035735751,
658,4519.735808,1,64557732.17,0.034810978,
660,4519.769152,1,64557765.63,0.0352468,
662,4519.802496,1,64557798.66,0.035563912,
664,4519.835808,1,64557832.12,0.035016022,
666,4519.869152,1,64557865.66,0.035403696,
668,4519.902496,1,64557898.89,0.03482758,
670,4519.935808,1,64557932.15,0.035545649,
672,4519.969152,1,64557965.43,0.035925852,
674,4520.002496,1,64557998.73,0.035519085,
676,4520.035808,1,64558032.06,0.036134217,
678,4520.069152,1,64558065.42,0.03500357,
680,4520.102464,1,64558098.73,0.036053693,
682,4520.135808,1,64558132.2,0.035886006,
684,4520.169152,1,64558165.57,0.036207269,
686,4520.202464,1,64558198.85,0.036908735,
688,4520.235808,1,64558232.24,0.036815759,
690,4520.269152,1,64558265.61,0.037586127,
692,4520.302464,1,64558298.87,0.036961033,
694,4520.335808,1,64558332.19,0.036164932,
696,4520.36912,1,64558365.66,0.035715827,
698,4520.402464,1,64558398.81,0.035522405,
700,4520.435808,1,64558432.1,0.035481729,
702,4520.46912,1,64558465.45,0.035546479,
704,4520.502464,1,64558498.74,0.035268383,
706,4520.535808,1,64558532.12,0.035777258,
708,4520.56912,1,64558565.56,0.035174578,
710,4520.602464,1,64558598.96,0.03494546,
712,4520.635808,1,64558632.31,0.034841693,
714,4520.66912,1,64558665.61,0.034617556,
716,4520.702464,1,64558698.98,0.034246484,
718,4520.735776,1,64558732.31,0.034331989,
720,4520.76912,1,64558765.59,0.034716342,
722,4520.802432,1,64558798.96,0.034896482,
724,4520.835776,1,64558832.24,0.035471767,
726,4520.86912,1,64558865.63,0.036000564,
728,4520.902432,1,64558898.89,0.035282496,
730,4520.935776,1,64558932.19,0.035903438,
732,4520.96912,1,64558965.54,0.035992263,
734,4521.002432,1,64558998.82,0.035605419,
736,4521.035776,1,64559032.19,0.03518537,
738,4521.069088,1,64559065.68,0.035403696,
740,4521.102432,1,64559098.94,0.035540668,
742,4521.135776,1,64559132.3,0.035740732,
744,4521.169088,1,64559165.67,0.035714167,
746,4521.202432,1,64559198.96,0.03561123,
748,4521.235776,1,64559232.35,0.035394564,
750,4521.269088,1,64559265.69,0.035416148,
752,4521.302432,1,64559298.97,0.035580515,
754,4521.335776,1,64559332.35,0.035074961,
756,4521.369088,1,64559365.53,0.035544819,
758,4521.402432,1,64559398.9,0.036175723,
760,4521.435744,1,64559432.26,0.035845329,
762,4521.469088,1,64559465.7,0.036132556,
764,4521.502432,1,64559498.89,0.035628663,
766,4521.535744,1,64559532.34,0.034906444,
768,4521.569088,1,64559565.7,0.034955422,
770,4521.602432,1,64559598.89,0.034336139,
772,4521.635744,1,64559632.24,0.034235693,
774,4521.669088,1,64559665.65,0.03500357,
776,4521.7024,1,64559699.02,0.034528731,
778,4521.735744,1,64559732.4,0.0351256,
780,4521.769088,1,64559765.77,0.034541183,
782,4521.8024,1,64559799.04,0.035152164,
784,4521.835744,1,64559832.22,0.034737096,
786,4521.869056,1,64559865.89,0.034717172,
788,4521.9024,1,64559899.35,0.034933838,
790,4521.935744,1,64559932.39,0.034295462,
792,4521.969056,1,64559965.75,0.034568578,
794,4522.002432,1,64559999.24,0.034126945,
796,4522.035776,1,64560032.4,0.033989142,
798,4522.069088,1,64560065.82,0.034146038,
800,4522.102432,1,64560098.97,0.034429945,
802,4522.135776,1,64560132.36,0.034060534,
804,4522.169088,1,64560165.9,0.0348832,
806,4522.202432,1,64560199.09,0.034986967,
808,4522.235776,1,64560232.5,0.034835052,
810,4522.269088,1,64560265.89,0.03560791,
812,4522.302432,1,64560299.12,0.035040926,
814,4522.335744,1,64560332.43,0.035169597,
816,4522.369088,1,64560365.77,0.035531537,
818,4522.402432,1,64560399.16,0.035091564,
820,4522.435744,1,64560432.45,0.036142518,
822,4522.469088,1,64560465.66,0.035585496,
824,4522.5024,1,64560499.01,0.035690923,
826,4522.535744,1,64560532.49,0.036140028,
828,4522.569088,1,64560565.85,0.035419468,
830,4522.6024,1,64560599.05,0.035558931,
832,4522.635744,1,64560632.5,0.034688948,
834,4522.669088,1,64560665.84,0.034903123,
