FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,G0
0,6158.261568,7,66196503.9616,0.00392156862745098
1,6158.278208,2,66196520.6016,0.035233517623815
2,6158.29488,1,66196536.6656,0.0348300708937258
3,6158.311552,2,66196553.4464,0.0351671066394382
4,6158.328192,1,66196570.0224,0.034451528282778
5,6158.344864,2,66196586.7008,0.0352102737792831
6,6158.361536,1,66196603.2768,0.0341128322624562
7,6158.378208,2,66196619.9808,0.035259251880261
8,6158.394848,1,66196636.9024,0.0337965499493616
9,6158.41152,2,66196654.9376,0.035170427188657
10,6158.428192,1,66196670.4512,0.0337110458069765
11,6158.444864,2,66196686.6304,0.0353098902558483
12,6158.461536,1,66196703.3472,0.0335416977968156
13,6158.478176,2,66196720.448,0.0351886902093606
14,6158.494848,1,66196736.768,0.0334072155534525
15,6158.51152,2,66196753.4208,0.0351164682638508
16,6158.528192,1,66196770.0352,0.0333017881157543
17,6158.544864,2,66196786.752,0.0350658298882635
18,6158.561536,1,66196803.328,0.0331963606780562
19,6158.578176,2,66196819.9808,0.0350741312613106
20,6158.594848,1,66196836.864,0.0331382510667264
21,6158.61152,2,66196856.0512,0.0349836462950972
22,6158.628192,1,66196870.5408,0.0331556839501254
23,6158.644864,2,66196886.6944,0.0350093805515432
24,6158.661536,1,66196903.1424,0.0331083661237569
25,6158.678176,2,66196920.0128,0.0349653832743936
26,6158.694848,1,66196936.6528,0.032996297587621
27,6158.71152,2,66196953.5616,0.0350533778286929
28,6158.728192,1,66196970.0096,0.0328833989141804
29,6158.744864,2,66196987.008,0.0350127011007621
30,6158.761504,1,66197003.3408,0.0327837824376152
31,6158.778176,2,66197019.9808,0.0350799422224436
32,6158.794848,1,66197036.9024,0.0328103468313659
33,6158.81152,2,66197053.3376,0.0350915641447095
34,6158.82816,1,66197070.016,0.0326991084325347
35,6158.844832,2,66197086.6688,0.0350600189271305
36,6158.861504,1,66197103.232,0.0326335275854626
37,6158.878176,2,66197120,0.0351139778519367
38,6158.894848,1,66197136.64,0.0326899769221829
39,6158.91152,2,66197153.6128,0.035087413458186
40,6158.92816,1,66197170.0992,0.0326692234895652
41,6158.944832,2,66197186.7008,0.0351006956550613
42,6158.961504,1,66197203.3024,0.0326260563497202
43,6158.978176,2,66197220.1088,0.0350774518105295
44,6158.994848,1,66197236.8128,0.0324716508110441
45,6159.01152,2,66197253.2736,0.0350699805747871
46,6159.02816,1,66197269.9648,0.0324591987514735
47,6159.044832,2,66197286.6304,0.0350840929089671
48,6159.061504,1,66197303.296,0.0323371685676811
49,6159.078176,2,66197320.0384,0.0352135943285019
50,6159.094816,1,66197336.8064,0.0322259301688499
51,6159.111488,2,66197353.3568,0.0353613587687404
52,6159.12816,1,66197370.0608,0.032188573990138
53,6159.144832,2,66197386.752,0.0354916903255799
54,6159.161504,1,66197403.4176,0.0321811027543956
55,6159.178176,2,66197420.0576,0.0356245122943335
56,6159.194816,1,66197436.928,0.032245853464163
57,6159.211488,2,66197453.312,0.035640284903123
58,6159.22816,1,66197470.0928,0.0320955986120104
59,6159.244832,2,66197486.6944,0.0358909863691455
60,6159.261504,1,66197503.2832,0.0322184589331075
61,6159.278144,2,66197519.9872,0.0359109096644585
62,6159.294816,1,66197536.5504,0.0321379356145506
63,6159.311488,2,66197553.408,0.0362039481330212
64,6159.32816,1,66197569.9456,0.0320457903737278
65,6159.344832,2,66197586.6496,0.0360935398714947
66,6159.361504,1,66197603.264,0.0320582424332985
67,6159.378144,2,66197619.9936,0.0361599508558716
68,6159.394816,1,66197636.5952,0.032030847902243
69,6159.411488,2,66197653.2736,0.0362462851355614
70,6159.42816,1,66197669.9264,0.0319154588168883
71,6159.444832,2,66197686.6304,0.0362753399412263
72,6159.461504,1,66197703.4752,0.0319694177416945
73,6159.478144,2,66197720.128,0.0362413043117332
74,6159.494816,1,66197736.832,0.0319196095034119
75,6159.511488,2,66197753.3568,0.0361848549750129
76,6159.52816,1,66197770.3936,0.031922099915326
77,6159.5448,2,66197786.752,0.0361142933041125
78,6159.561472,1,66197803.3664,0.0319237601899354
79,6159.578144,2,66197820.2496,0.0360113562783284
80,6159.594816,1,66197836.6976,0.0320042835084923
81,6159.611488,2,66197853.4016,0.0359573973535223
82,6159.62816,1,66197870.1056,0.0319395327987249
83,6159.6448,2,66197886.6304,0.0359308329597715
84,6159.661472,1,66197903.2448,0.031959456094038
85,6159.678144,2,66197920.1408,0.0360395809466886
86,6159.694816,1,66197936.6144,0.0319411930733343
87,6159.711488,2,66197953.3952,0.0359864521591871
88,6159.728128,1,66197969.9712,0.0318531985190351
89,6159.7448,2,66197986.7776,0.0360337699855556
90,6159.761472,1,66198003.5584,0.0319154588168883
91,6159.778144,2,66198020.0064,0.0359590576281317
92,6159.794816,1,66198036.736,0.031775995749697
93,6159.811488,2,66198053.376,0.0360146768275473
94,6159.828128,1,66198070.0544,0.0318100313791901
95,6159.8448,2,66198086.7328,0.0359947535322342
96,6159.861472,1,66198103.3728,0.0318108615164948
97,6159.878144,2,66198120.064,0.0359972439441484
98,6159.894816,1,66198136.704,0.0317676943766499
99,6159.911488,2,66198153.3824,0.0358685726619183
100,6159.928128,1,66198170.112,0.0317535820424698
101,6159.9448,2,66198186.7904,0.0359889425711013
102,6159.961472,1,66198203.3792,0.0317834669854394
103,6159.978144,2,66198220.0704,0.0359723398250071
104,6159.994784,1,66198236.8256,0.0317137354518437
105,6160.011488,2,66198253.3888,0.0359656987265694
106,6160.028128,1,66198270.0544,0.0317286779233285
107,6160.0448,2,66198286.6816,0.0360404110839933
108,6160.061472,1,66198303.3856,0.0316606066643423
109,6160.078144,2,66198320.064,0.0359490959804752
110,6160.094784,1,66198336.8192,0.0316747189985224
111,6160.111456,2,66198353.3824,0.0359648685892647
112,6160.128128,1,66198370.048,0.0316564559778187
113,6160.1448,2,66198386.7648,0.035958227490827
114,6160.161472,1,66198403.3152,0.0315950258172702
115,6160.178112,2,66198420.0192,0.0360346001228603
