FrameCounter,SystemTimestamp,LedState,ComputerTimestamp,PFC,BLA,Unnamed: 6,Unnamed: 7,PFC-pks,BLA-pks
10715,30303.25001,2,29975146.57,0.003938897565712612,-0.022853615800976917,,,,
10717,30303.29966,2,29975156.54,0.004708382802332711,-0.022666009543617666,,,,
10719,30303.34981,2,29975166.51,0.003501551040208148,-0.02244473164490368,,,,
10721,30303.40028,2,29975176.49,0.003177202279339708,-0.02300367279995169,,,,
10723,30303.45014,2,29975186.46,0.0027679385197282025,-0.023379412708282865,,,,
10725,30303.50153,2,29975196.43,0.002882655761374406,-0.023271447073799717,,,,
10727,30303.55103,2,29975206.41,0.0029161870042790777,-0.023694111604802226,,,,
10729,30303.60151,2,29975216.38,0.0036113202484430174,-0.025278375013928545,,,,
10731,30303.65092,2,29975226.35,0.0036013594938669458,-0.0259300870181699,,,,
10733,30303.70134,2,29975236.33,0.0028645567405518185,-0.02480758033886979,,,,
10735,30303.75131,2,29975246.3,0.002966432988498219,-0.02530661870167425,,,,
10737,30303.80132,2,29975256.27,0.0023237602377070565,-0.02631816083652322,,,,
10739,30303.85146,2,29975266.24,0.00242201248817904,-0.026656254477680497,,,,
10741,30303.90182,2,29975276.22,0.0024162967399149887,-0.027726408363652977,,,,
10743,30303.9518,2,29975286.19,0.0028831989929157115,-0.026779631237212553,,,,
10745,30304.00246,2,29975296.16,0.0030727842471819505,-0.02852739084539685,,,,
10747,30304.05252,2,29975306.14,0.0035583265027144817,-0.02787398693944937,,,,
10749,30304.10222,2,29975316.11,0.003313505759514168,-0.027497054274850136,,,,
10751,30304.15316,2,29975326.08,0.003138584017581686,-0.028099179611277475,,,,
10753,30304.20311,2,29975336.06,0.0029903792769179066,-0.02817770371258846,,,,
10755,30304.25331,2,29975346.03,0.003021010537523655,-0.02927760834683832,,,,
10757,30304.30312,2,29975356.0,0.0029037677993995897,-0.029288213286208953,,,,
10759,30304.35337,2,29975365.97,0.002783108062546627,-0.03009250230707408,,,,
10761,30304.4034,2,29975375.95,0.002834139326965454,-0.03064822918988211,,,,
10763,30304.45361,2,29975385.92,0.0026048525926568866,-0.031226071719266807,,,,
10765,30304.50432,2,29975395.89,0.0023563038596217806,-0.030551460683907128,,,,
10767,30304.55436,2,29975405.87,0.0023129981278608575,-0.030630321876615157,,,,
10769,30304.60403,2,29975415.84,0.0021690393973749084,-0.029680980094256626,,,,
10771,30304.65452,2,29975425.81,0.0027398056681647714,-0.027816324137771797,,,,
10773,30304.70493,2,29975435.79,0.0022519449402312736,-0.026357146812146598,,,,
10775,30304.75447,2,29975445.76,0.002552644213575095,-0.02557591392639816,,,,
10777,30304.80535,2,29975455.73,0.002725972488197101,-0.025254056293574606,,,,
10779,30304.85495,2,29975465.7,0.003126910764098073,-0.02453046273072576,,,,
10781,30304.90531,2,29975475.68,0.003061859041278772,-0.024142507058918017,,,,
10783,30304.95574,2,29975485.65,0.0035587913197400456,-0.02325355010315322,,,,
10785,30305.00608,2,29975495.62,0.004401696599482696,-0.02129775969245723,,,,
10787,30305.05553,2,29975505.6,0.00519914088050745,-0.02013200065977025,,,,
10789,30305.1061,2,29975515.57,0.004999159162815167,-0.018663764841982622,,,,
10791,30305.15597,2,29975525.54,0.005377833446406632,-0.018180714079927662,,,,
10793,30305.20618,2,29975535.52,0.005985257731282653,-0.019228638218346084,,,,
10795,30305.25629,2,29975545.49,0.0060158890174439456,-0.01928161010587734,,,,
10797,30305.307,2,29975555.46,0.006180105304891423,-0.0189809795950458,,,,
10799,30305.35658,2,29975565.43,0.005826242593625838,-0.018345792542253297,,,,
10801,30305.40698,2,29975575.41,0.005428162883647961,-0.018644862807778884,,,,
10803,30305.45711,2,29975585.38,0.006474447174958611,-0.01935951425573562,,,,
10805,30305.50712,2,29975595.35,0.006298489467558593,-0.019504768754061957,,,,
10807,30305.55729,2,29975605.33,0.006075104761448763,-0.019115874174552128,,,,
10809,30305.60769,2,29975615.3,0.006158963056629815,-0.018465295392783132,,,,
10811,30305.65754,2,29975625.27,0.005559471353102627,-0.01796371228813559,,,,
10813,30305.70788,2,29975635.25,0.005824134650868021,-0.01875865374379465,,,,
10815,30305.75796,2,29975645.22,0.005722424949926724,-0.019564174646691107,,,,
10817,30305.80813,2,29975655.19,0.005386270250279573,-0.020557903887523238,,,,
10819,30305.8583,2,29975665.16,0.005334680551927415,-0.02068258436074269,,,,
10821,30305.90898,2,29975675.14,0.004467400854870976,-0.021337440964524612,,,,
10823,30305.9588,2,29975685.11,0.004341252159111159,-0.02232566560077559,,,,
10825,30306.00955,2,29975695.08,0.00405128246464867,-0.022403900175103325,,,,
10827,30306.05912,2,29975705.06,0.0029584637714843987,-0.022124416596818214,,,,
10829,30306.10935,2,29975715.03,0.002914537079619084,-0.021521667778902492,,,,
10831,30306.1594,2,29975725.0,0.002826185389053548,-0.022734241638026065,,,,
10833,30306.21068,2,29975734.98,0.00290445169978866,-0.022713038094523685,,,,
10835,30306.25967,2,29975744.95,0.0028507910118251573,-0.023363065072336958,,,,
10837,30306.31022,2,29975754.92,0.0023959643251638962,-0.023850722499073107,,,,
10839,30306.36,2,29975764.89,0.0020852836398056324,-0.025129175305967227,,,,
10841,30306.41101,2,29975774.87,0.0026698229557512304,-0.02563783142784007,,,,
10843,30306.46051,2,29975784.84,0.002433286273001503,-0.026341163803140305,,,,
10845,30306.51107,2,29975794.81,0.0022402425915571816,-0.026944815373857872,,,,
10847,30306.56096,2,29975804.79,0.0011264019114191892,-0.027177380085604136,,,,
10849,30306.61092,2,29975814.76,0.0012295212325882793,-0.027546353887516167,,,,
10851,30306.66179,2,29975824.73,0.000871724555065248,-0.026190905732309033,,,,
10853,30306.71149,2,29975834.71,0.0006250398788509443,-0.02533030257620192,,,,
10855,30306.76202,2,29975844.68,0.00037307420394615265,-0.023975667378962007,,,,
10857,30306.81165,2,29975854.65,0.00034975453035171467,-0.025091647103861053,,,,
10859,30306.8628,2,29975864.62,0.000519354858068477,-0.02506238571768976,,,,
10861,30306.9121,2,29975874.6,0.0004677651870972077,-0.02622923419070608,,,,
10863,30306.96261,2,29975884.57,0.0005081315174386564,-0.02774510149665821,,,,
10865,30307.0124,2,29975894.54,0.0008083118490937874,-0.027366314612739667,,,,
10867,30307.06336,2,29975904.52,0.000992099182063319,-0.028155658519641164,,,,
10869,30307.11311,2,29975914.49,0.001438601516348073,-0.02867726820145511,,,,
10871,30307.16366,2,29975924.46,0.0017952198519489149,-0.02990685964571274,,,,
10873,30307.21308,2,29975934.44,0.002251766188866605,-0.030457767843383388,,,,
10875,30307.26307,2,29975944.41,0.002583841527102046,-0.030559337788838153,,,,
10877,30307.3135,2,29975954.38,0.0030176068666559613,-0.030559096479821024,,,,
10879,30307.36343,2,29975964.35,0.003159869207529281,-0.030679178917492472,,,,
10881,30307.41352,2,29975974.33,0.003623975549722658,-0.03004412610637816,,,,
10883,30307.46383,2,29975984.3,0.0037860168932370847,-0.03038852105433973,,,,
10885,30307.51432,2,29975994.27,0.004134350238073334,-0.02826408977264075,,,,
10887,30307.56417,2,29976004.25,0.004019282584232092,-0.02642941027582238,,,,
10889,30307.61421,2,29976014.22,0.0039006939317144107,-0.02620772558181289,,,,
10891,30307.66442,2,29976024.19,0.0030917142805210046,-0.025712871711818297,,,,
10893,30307.7148,2,29976034.17,0.0033343196306526157,-0.026217896690358067,,,,
10895,30307.76499,2,29976044.14,0.003223393982110273,-0.026435466545266267,,,,
10897,30307.81562,2,29976054.11,0.002863629334894549,-0.02581119230762552,,,,
10899,30307.86537,2,29976064.08,0.003049176689006519,-0.024888417011824232,,,,
10901,30307.91561,2,29976074.06,0.002576539044446796,-0.02413952369549266,,,,
10903,30307.96618,2,29976084.03,0.0027324704012163525,-0.024278806399523317,,,,
10905,30308.01573,2,29976094.0,0.002729964759315931,-0.024246758168035343,,,,
10907,30308.0658,2,29976103.98,0.0027951831187463944,-0.022398135048381368,,,,
10909,30308.11656,2,29976113.95,0.0023502984795085585,-0.020775569091140256,,,,
10911,30308.1669,2,29976123.92,0.002152076841603276,-0.022113631350080626,,,,
10913,30308.21672,2,29976133.9,0.0019526132050313727,-0.02149451988217574,,,,
10915,30308.267,2,29976143.87,0.0014666165697936467,-0.02214906474759537,,,,
10917,30308.31697,2,29976153.84,0.0010346749358910168,-0.0224041820096626,,,,
10919,30308.36685,2,29976163.81,0.0008820173033241563,-0.02285949373487564,,,,
10921,30308.41731,2,29976173.79,1.2769672094029016e-05,-0.023083945992893207,,,,
10923,30308.4672,2,29976183.76,-2.7842957798576706e-05,-0.022383413856497614,,,,
10925,30308.51743,2,29976193.73,0.00023412741364714496,-0.022614894401602942,,,,
10927,30308.56817,2,29976203.71,-0.000624558213567869,-0.022928980707268565,,,,
10929,30308.6181,2,29976213.68,-0.0002882358394428741,-0.023174560855640874,,,,
10931,30308.66788,2,29976223.65,-0.0008926974639770907,-0.02535960993197653,,,,
10933,30308.71805,2,29976233.63,-0.0004678380871695198,-0.026252569024625833,,,,
10935,30308.76873,2,29976243.6,0.00013896529098053612,-0.02667923322499738,,,,
10937,30308.81834,2,29976253.57,0.00030794367047393134,-0.02657895662759463,,,,
10939,30308.86921,2,29976263.54,0.0006791630513115487,-0.026737986329963853,,,,
10941,30308.9188,2,29976273.52,0.0003363814334942511,-0.025614116432703005,,,,
10943,30308.96897,2,29976283.49,3.626281702276413e-05,-0.025063415039437542,,,,
10945,30309.01921,2,29976293.46,0.00026778820189805874,-0.024112942256837577,,,,
10947,30309.06989,2,29976303.44,0.0008549165881208409,-0.023412580194586197,,,,
10949,30309.11942,2,29976313.41,0.000616515975692053,-0.0216769139653743,,,,
10951,30309.17001,2,29976323.38,0.0010058573646124641,-0.02074243668487702,,,,
10953,30309.21971,2,29976333.36,0.0004204497548830205,-0.019102587471761828,,,,
10955,30309.27011,2,29976343.33,0.000975993146504428,-0.01669559844768842,,,,
10957,30309.32018,2,29976353.3,0.0016686425394776272,-0.014753843737257272,,,,
10959,30309.37124,2,29976363.27,0.0030052889338034183,-0.013850954468046905,,,,
10961,30309.42047,2,29976373.25,0.003375472329482654,-0.012955531770568851,,,,
10963,30309.47053,2,29976383.22,0.003776514726516203,-0.013728354778276247,,,,
10965,30309.52192,2,29976393.19,0.003627896124904814,-0.01407342362754796,,,,
10967,30309.57094,2,29976403.17,0.004371078524649422,-0.014895362457696876,,,,
10969,30309.62167,2,29976413.14,0.004262637925750837,-0.015275989410903634,,,,
10971,30309.67145,2,29976423.11,0.003915507328209958,-0.01609902863227544,,,,
10973,30309.72192,2,29976433.09,0.003934333732027562,-0.01700749826981579,,,,
10975,30309.77188,2,29976443.06,0.003287933137204546,-0.018276177474367716,,,,
10977,30309.82271,2,29976453.03,0.0037081335437417207,-0.01815837539968526,,,,
10979,30309.87306,2,29976463.0,0.0029835499516399216,-0.020871487202332006,,,,
10981,30309.92332,2,29976472.98,0.0033899773609000344,-0.021834984041783384,,,,
10983,30309.97256,2,29976482.95,0.0029081227715229002,-0.02391477808028733,,,,
10985,30310.02278,2,29976492.92,0.003318588183509358,-0.024263605482981454,,,,
10987,30310.07356,2,29976502.9,0.0029192665968602455,-0.02555923041777622,,,,
10989,30310.12323,2,29976512.87,0.003006853011576466,-0.02638337905541341,,,,
10991,30310.17316,2,29976522.84,0.0028196084276587846,-0.027737358569429243,,,,
10993,30310.22344,2,29976532.82,0.0027877968451081314,-0.027968786136147505,,,,
10995,30310.2738,2,29976542.79,0.0031269142639253344,-0.02837921093470855,,,,
10997,30310.32358,2,29976552.76,0.0039912546841112395,-0.026091810146966432,,,,
10999,30310.3738,2,29976562.73,0.004113635105666674,-0.0250854999575853,,,,
11001,30310.42394,2,29976572.71,0.0042198605285925506,-0.02451431755396477,,,,
11003,30310.47465,2,29976582.68,0.004154290952889661,-0.024251682126248175,,,,
11005,30310.52431,2,29976592.65,0.004202941378558936,-0.02501413886732229,,,,
11007,30310.57449,2,29976602.63,0.0039055158056011396,-0.02505645297278075,,,,
11009,30310.62523,2,29976612.6,0.0039799512340172455,-0.02486489464096797,,,,
11011,30310.67491,2,29976622.57,0.0033704156638079547,-0.025856020072905717,,,,
11013,30310.72495,2,29976632.55,0.003183171094974249,-0.025550457472322707,,,,
11015,30310.77548,2,29976642.52,0.002719645527516912,-0.026135469045640403,,,,
11017,30310.82547,2,29976652.49,0.002570197961436871,-0.025938567001957263,,,,
11019,30310.87535,2,29976662.46,0.002589853396734912,-0.025609896553041994,,,,
11021,30310.92558,2,29976672.44,0.002606194833411943,-0.026225431913334124,,,,
11023,30310.97585,2,29976682.41,0.0025183612714688303,-0.02652065529992101,,,,
11025,30311.0261,2,29976692.38,0.0025063297109064048,-0.02621364193252415,,,,
11027,30311.07653,2,29976702.36,0.002578175151725537,-0.026482938033512926,,,,
11029,30311.12672,2,29976712.33,0.0027585455939270753,-0.025846580827883242,,,,
11031,30311.17644,2,29976722.3,0.002791145037511905,-0.023329779543243,,,,
11033,30311.22684,2,29976732.28,0.0027688604824809004,-0.022502887409811934,,,,
11035,30311.27704,2,29976742.25,0.0024757849288349204,-0.02179863266040616,,,,
11037,30311.32714,2,29976752.22,0.0029750993765747386,-0.02145118953043218,,,,
11039,30311.37774,2,29976762.19,0.0026929998257013144,-0.021647116257894006,,,,
11041,30311.42735,2,29976772.17,0.0029410932762155284,-0.021147158083347967,,,,
11043,30311.47743,2,29976782.14,0.0021967317281181703,-0.021961010249911567,,,,
11045,30311.52783,2,29976792.11,0.002530464181410161,-0.021776221003299207,,,,
11047,30311.57843,2,29976802.09,0.0027978196360923524,-0.02210636259171278,,,,
11049,30311.6281,2,29976812.06,0.0026957990921655933,-0.021738764265958443,,,,
11051,30311.67846,2,29976822.03,0.003045064549630827,-0.021591012279315508,,,,
11053,30311.72831,2,29976832.01,0.003012529008488793,-0.021577396887623224,,,,
11055,30311.77987,2,29976841.98,0.0034205094687404514,-0.02207870934921602,,,,
11057,30311.82883,2,29976851.95,0.0033909769303866466,-0.022648884924937773,,,,
11059,30311.87948,2,29976861.92,0.003895676393428249,-0.022486398878118874,,,,
11061,30311.92899,2,29976871.9,0.0038197518578661216,-0.022942467474607736,,,,
11063,30311.97946,2,29976881.87,0.003997636323701176,-0.022662896982694747,,,,
11065,30312.0295,2,29976891.84,0.003604941790934249,-0.02222905667317368,,,,
11067,30312.07963,2,29976901.82,0.004382815259566186,-0.021201693819266315,,,,
11069,30312.13034,2,29976911.79,0.0038053817295979203,-0.02115495769668957,,,,
11071,30312.1804,2,29976921.76,0.003909743201030311,-0.020588831583581352,,,,
11073,30312.23011,2,29976931.74,0.00437364267386417,-0.01887684476050913,,,,
11075,30312.2802,2,29976941.71,0.004393919148100431,-0.018914072510490626,,,,
11077,30312.33085,2,29976951.68,0.004216201623739979,-0.017900865118972792,,,,
11079,30312.38092,2,29976961.65,0.003910181100783672,-0.018898622873779997,,,,
11081,30312.43155,2,29976971.63,0.004330173579232349,-0.01910544906518033,,,,
11083,30312.48177,2,29976981.6,0.0041493490590869125,-0.01869196398580461,,,,
11085,30312.53157,2,29976991.57,0.004297928540348259,-0.01765671093069801,,,,
11087,30312.5814,2,29977001.55,0.004441848023017253,-0.01579640019727635,,,,
11089,30312.63139,2,29977011.52,0.005119895507094824,-0.01431946708533241,,,,
11091,30312.68204,2,29977021.49,0.004807972992581719,-0.01270346489702992,,,,
11093,30312.73174,2,29977031.47,0.005229725479478947,-0.011457942936866139,,,,
11095,30312.78268,2,29977041.44,0.004884147967787314,-0.008665062511723276,,,,
11097,30312.83231,2,29977051.41,0.004931866457507747,-0.007047755930773281,,,,
11099,30312.88283,2,29977061.38,0.004778586948641084,-0.00657381650557351,,,,
11101,30312.93288,2,29977071.36,0.004339604441188222,-0.00751392354997793,,,,
11103,30312.98277,2,29977081.33,0.004290914935150117,-0.008546488380167527,,,,
11105,30313.03366,2,29977091.3,0.003916134430527546,-0.00919105631462705,,,,
11107,30313.08321,2,29977101.28,0.0024711309273214577,-0.009197646674153542,,,,
11109,30313.13322,2,29977111.25,0.0024233724255326577,-0.01022763778181962,,,,
11111,30313.18337,2,29977121.22,0.0018918129251621202,-0.010364444963001374,,,,
11113,30313.23423,2,29977131.2,0.0014361584262106986,-0.010498144545351307,,,,
11115,30313.28438,2,29977141.17,0.001321814928679263,-0.010958470858774078,,,,
11117,30313.33396,2,29977151.14,0.0008058924325687333,-0.011201948235465192,,,,
11119,30313.38454,2,29977161.11,9.753937879983243e-06,-0.011358790009850656,,,,
11121,30313.43423,2,29977171.09,-0.00010396755538617797,-0.011983383518632373,,,,
11123,30313.48538,2,29977181.06,-0.0009042490472287168,-0.012989623100721381,,,,
11125,30313.53457,2,29977191.03,-0.00016085853764685742,-0.013618508097274246,,,,
11127,30313.58523,2,29977201.01,0.00015081697336033484,-0.015098776851694168,,,,
11129,30313.63488,2,29977210.98,-4.9889514206244434e-05,-0.015557756709564247,,,,
11131,30313.68539,2,29977220.95,0.00024459699965426185,-0.016028305018706113,,,,
11133,30313.73519,2,29977230.93,0.00013698451494276176,-0.01725883912912174,,,,
11135,30313.78534,2,29977240.9,0.0007399560316601606,-0.017161693393021954,,,,
11137,30313.83624,2,29977250.87,0.0007189155498073807,-0.01831781416482761,,,,
11139,30313.88655,2,29977260.84,0.00025487206938525075,-0.018477112801088325,,,,
11141,30313.93592,2,29977270.82,0.0004868115903946535,-0.018401433660569927,,,,
11143,30313.98601,2,29977280.79,1.7695112836571547e-05,-0.017815269104175163,,,,
11145,30314.03677,2,29977290.76,-4.7563363288177785e-05,-0.017018793495001294,,,,
11147,30314.08681,2,29977300.74,0.0005961051620213126,-0.016811281198252093,,,,
11149,30314.13683,2,29977310.71,0.0008591106887659711,-0.016158620581312094,,,,
11151,30314.18687,2,29977320.68,0.0011947072169466721,-0.016371488013687124,,,,
11153,30314.23727,2,29977330.66,0.001470449746564323,-0.01662355886701189,,,,
11155,30314.28709,2,29977340.63,0.0007623312776197655,-0.01627678751503553,,,,
11157,30314.33738,2,29977350.6,0.0008784988101139951,-0.016253191333635703,,,,
11159,30314.38833,2,29977360.57,0.0008201783440478089,-0.01608481570080514,,,,
11161,30314.4385,2,29977370.55,0.0008830148794221893,-0.015499724996606373,,,,
11163,30314.48791,2,29977380.52,0.000879474416238063,-0.014382186603238034,,,,
11165,30314.53795,2,29977390.49,0.0005829809544961456,-0.01418598790494735,,,,
11167,30314.58961,2,29977400.47,0.0006694284941975576,-0.01350693828808161,,,,
11169,30314.63841,2,29977410.44,0.0007775180353430527,-0.013340596141057842,,,,
11171,30314.68878,2,29977420.41,0.0011171535779336134,-0.013158958854341846,,,,
11173,30314.73869,2,29977430.39,0.001468594121970132,-0.01239169982049193,,,,
11175,30314.78917,2,29977440.36,0.00208844466745349,-0.012772479434092432,,,,
11177,30314.83919,2,29977450.33,0.002173442214384605,-0.011771600091776385,,,,
11179,30314.88933,2,29977460.3,0.0023245067627643556,-0.011898985192210637,,,,
11181,30314.94012,2,29977470.28,0.002379163312593663,-0.011564480136117827,,,,
11183,30314.99041,2,29977480.25,0.0025537338638734336,-0.01280992132620315,,,,
11185,30315.03973,2,29977490.22,0.0021763654166045976,-0.011932821167227575,,,,
11187,30315.09005,2,29977500.2,0.0016972039707880554,-0.012496590065941698,,,,
11189,30315.14111,2,29977510.17,0.0014664675264245836,-0.013169255431100868,,,,
11191,30315.19027,2,29977520.14,0.0013900250835153366,-0.015259575673472692,,,,
11193,30315.24072,2,29977530.12,0.0015418146420610596,-0.014510940205791995,,,,
11195,30315.29062,2,29977540.09,0.0022650112020626834,-0.014196040442791436,,,,
11197,30315.34117,2,29977550.06,0.00265497376352114,-0.014343711801185766,,,,
11199,30315.39103,2,29977560.03,0.0023222363264372714,-0.014631423699643598,,,,
11201,30315.44114,2,29977570.01,0.0023728548908120983,-0.015189258558808566,,,,
11203,30315.49225,2,29977579.98,0.002297654456646453,-0.016692230801269886,,,,
11205,30315.54235,2,29977589.95,0.0019788970239413423,-0.01719789685157813,,,,
11207,30315.59162,2,29977599.93,0.0019811555926975144,-0.018170759136229786,,,,
11209,30315.64196,2,29977609.9,0.0018564571629160476,-0.018063386083644745,,,,
11211,30315.69251,2,29977619.87,0.0018577837345977871,-0.018699310124182467,,,,
11213,30315.7424,2,29977629.85,0.0020304913077436038,-0.01801301969011862,,,,
11215,30315.79246,2,29977639.82,0.0020306788823545308,-0.01759671521566783,,,,
11217,30315.84256,2,29977649.79,0.00222720245843136,-0.01531624013693178,,,,
11219,30315.89298,2,29977659.76,0.002795795035975074,-0.012347359891914933,,,,
11221,30315.94281,2,29977669.74,0.002881206614986559,-0.010086525920545292,,,,
11223,30315.99305,2,29977679.71,0.0029021041954667565,-0.008744104664616725,,,,
11225,30316.04394,2,29977689.68,0.0025451357774165656,-0.008496934567824882,,,,
11227,30316.0943,2,29977699.66,0.0028038963608369577,-0.008228302075731248,,,,
11229,30316.14374,2,29977709.63,0.0025675669457287664,-0.008358676635791873,,,,
11231,30316.19384,2,29977719.6,0.00256992953209291,-0.008104521697284789,,,,
11233,30316.24397,2,29977729.58,0.002602114119930457,-0.008232509711404573,,,,
11235,30316.29444,2,29977739.55,0.002201756709242178,-0.008526850131160113,,,,
11237,30316.34419,2,29977749.52,0.0023256903000290763,-0.008116511411418559,,,,
11239,30316.39448,2,29977759.49,0.0021249838922919873,-0.009137769008905172,,,,
11241,30316.44462,2,29977769.47,0.0022790514860318856,-0.009489001382130657,,,,
11243,30316.49476,2,29977779.44,0.0022641200812497514,-0.010467591991499742,,,,
11245,30316.54543,2,29977789.41,0.002421087677946396,-0.009745151299195953,,,,
11247,30316.59512,2,29977799.39,0.0020533492761228705,-0.010180715769223636,,,,
11249,30316.64532,2,29977809.36,0.001764518875779983,-0.00826992786740896,,,,
11251,30316.69546,2,29977819.33,0.0015707504769186947,-0.00809104006138553,,,,
11253,30316.74591,2,29977829.31,0.0013477810795399642,-0.008317104820571353,,,,
11255,30316.7958,2,29977839.28,0.0011625036836447333,-0.010213895616184937,,,,
11257,30316.84596,2,29977849.25,0.001341631289233855,-0.00947969892122899,,,,
11259,30316.89681,2,29977859.22,0.0017719788963083405,-0.009721308210477175,,,,
11261,30316.94628,2,29977869.2,0.0007506125048690332,-0.008119499960488191,,,,
11263,30316.99679,2,29977879.17,0.0008811731149169361,-0.009017450649590919,,,,
11265,30317.04652,2,29977889.14,0.0010823577264529316,-0.009629532757877896,,,,
11267,30317.0967,2,29977899.12,0.0007539703394779801,-0.0108842437671674,,,,
11269,30317.1471,2,29977909.09,0.0009550509539930224,-0.012906772161078245,,,,
11271,30317.19763,2,29977919.06,0.0012293445699989303,-0.013457411424911081,,,,
11273,30317.24732,2,29977929.04,0.0011079591874967043,-0.015046215045781713,,,,
11275,30317.29741,2,29977939.01,0.0006449528064872978,-0.014637575512465723,,,,
11277,30317.34766,2,29977948.98,0.00011888142697151494,-0.01464320731551022,,,,
11279,30317.39866,2,29977958.95,0.0005036660489503575,-0.015130366947165769,,,,
11281,30317.448,2,29977968.93,0.0004171796724248694,-0.016502261901395643,,,,
11283,30317.49855,2,29977978.9,0.00031598729739584774,-0.017103136673874808,,,,
11285,30317.54831,2,29977988.87,-0.0001354210761357333,-0.016590953762004812,,,,
11287,30317.59928,2,29977998.85,-0.0008032574481689064,-0.01666696666483289,,,,
11289,30317.64869,2,29978008.82,-0.0007402128187027901,-0.016375497883154982,,,,
11291,30317.69908,2,29978018.79,-0.0005403741877363921,-0.01640848791940619,,,,
11293,30317.74947,2,29978028.77,-0.0014641945552687774,-0.01635902627774788,,,,
11295,30317.79922,2,29978038.74,-0.0013549649212990789,-0.015381343463972436,,,,
11297,30317.8502,2,29978048.71,-0.001210424285826267,-0.01541450698555541,,,,
11299,30317.90053,2,29978058.68,-0.000821497648849423,-0.015638078351669416,,,,
11301,30317.94968,2,29978068.66,-0.0009912420103676822,-0.015516650073082033,,,,
11303,30318.00045,2,29978078.63,-0.0006654823703799717,-0.01556459766226545,,,,
11305,30318.04993,2,29978088.6,-0.0005718897288854163,-0.014168092633315449,,,,
11307,30318.10084,2,29978098.58,-0.000848397085883093,-0.012763067501982112,,,,
11309,30318.15069,2,29978108.55,-0.0009831404413720574,-0.012516823785631903,,,,
11311,30318.20093,2,29978118.52,-0.0007771917953513369,-0.011756081003269359,,,,
11313,30318.25076,2,29978128.5,-0.0006686881478200069,-0.011500531675546377,,,,
11315,30318.30097,2,29978138.47,-0.000526114498777111,-0.011827550324686686,,,,
11317,30318.35177,2,29978148.44,-0.0005953088482216901,-0.011476854474575165,,,,
11319,30318.40182,2,29978158.41,-0.0007261161961528151,-0.0113189406506769,,,,
11321,30318.45139,2,29978168.39,-0.00018776154256951172,-0.01215725338005183,,,,
11323,30318.50156,2,29978178.36,-0.00030935288747090117,-0.01163106319139845,,,,
11325,30318.55178,2,29978188.33,0.00010577276914405798,-0.012785765614966554,,,,
11327,30318.60243,2,29978198.31,1.1415427276256773e-05,-0.012328960182607956,,,,
11329,30318.6523,2,29978208.28,-0.00031800791307336207,-0.01336913242775431,,,,
11331,30318.70322,2,29978218.25,0.0008259267480962423,-0.011681349885418219,,,,
11333,30318.75242,2,29978228.23,-0.0007437555892141484,-0.013033545092177301,,,,
